Province_State,Country_Region,Lat,Long,Date,Year,Month,Confirmed,Deaths,Recovered
Western Australia,Australia,-31.9505,115.8605,2020-03-20 00:00:00,2020,March,12.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-03-21 00:00:00,2020,March,26.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-03-22 00:00:00,2020,March,30.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-03-23 00:00:00,2020,March,20.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-03-24 00:00:00,2020,March,35.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-03-25 00:00:00,2020,March,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-03-26 00:00:00,2020,March,56.0,1.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-03-27 00:00:00,2020,March,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-03-28 00:00:00,2020,March,47.0,0.0,27.0
Western Australia,Australia,-31.9505,115.8605,2020-03-29 00:00:00,2020,March,33.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-03-30 00:00:00,2020,March,44.0,0.0,13.0
Western Australia,Australia,-31.9505,115.8605,2020-03-31 00:00:00,2020,March,9.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-04-01 00:00:00,2020,April,28.0,0.0,7.0
Western Australia,Australia,-31.9505,115.8605,2020-04-02 00:00:00,2020,April,8.0,0.0,16.0
Western Australia,Australia,-31.9505,115.8605,2020-04-03 00:00:00,2020,April,0.0,0.0,28.0
Western Australia,Australia,-31.9505,115.8605,2020-04-04 00:00:00,2020,April,36.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-04-05 00:00:00,2020,April,17.0,1.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-04-06 00:00:00,2020,April,7.0,1.0,70.0
Western Australia,Australia,-31.9505,115.8605,2020-04-07 00:00:00,2020,April,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-04-08 00:00:00,2020,April,21.0,2.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-04-09 00:00:00,2020,April,14.0,0.0,8.0
Western Australia,Australia,-31.9505,115.8605,2020-04-10 00:00:00,2020,April,11.0,0.0,33.0
Western Australia,Australia,-31.9505,115.8605,2020-04-11 00:00:00,2020,April,8.0,0.0,13.0
Western Australia,Australia,-31.9505,115.8605,2020-04-12 00:00:00,2020,April,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-04-13 00:00:00,2020,April,3.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-04-14 00:00:00,2020,April,10.0,0.0,35.0
Western Australia,Australia,-31.9505,115.8605,2020-04-15 00:00:00,2020,April,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-04-16 00:00:00,2020,April,5.0,0.0,87.0
Western Australia,Australia,-31.9505,115.8605,2020-04-17 00:00:00,2020,April,9.0,1.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-04-18 00:00:00,2020,April,3.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-04-19 00:00:00,2020,April,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-04-20 00:00:00,2020,April,0.0,0.0,95.0
Western Australia,Australia,-31.9505,115.8605,2020-04-21 00:00:00,2020,April,1.0,0.0,8.0
Western Australia,Australia,-31.9505,115.8605,2020-04-22 00:00:00,2020,April,0.0,0.0,8.0
Western Australia,Australia,-31.9505,115.8605,2020-04-23 00:00:00,2020,April,0.0,0.0,7.0
Western Australia,Australia,-31.9505,115.8605,2020-04-24 00:00:00,2020,April,2.0,1.0,6.0
Western Australia,Australia,-31.9505,115.8605,2020-04-25 00:00:00,2020,April,1.0,0.0,14.0
Western Australia,Australia,-31.9505,115.8605,2020-04-26 00:00:00,2020,April,0.0,0.0,8.0
Western Australia,Australia,-31.9505,115.8605,2020-04-27 00:00:00,2020,April,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-04-28 00:00:00,2020,April,1.0,0.0,9.0
Western Australia,Australia,-31.9505,115.8605,2020-04-29 00:00:00,2020,April,1.0,0.0,12.0
Western Australia,Australia,-31.9505,115.8605,2020-04-30 00:00:00,2020,April,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-01 00:00:00,2020,May,0.0,0.0,4.0
Western Australia,Australia,-31.9505,115.8605,2020-05-02 00:00:00,2020,May,0.0,0.0,9.0
Western Australia,Australia,-31.9505,115.8605,2020-05-03 00:00:00,2020,May,0.0,1.0,3.0
Western Australia,Australia,-31.9505,115.8605,2020-05-04 00:00:00,2020,May,0.0,0.0,5.0
Western Australia,Australia,-31.9505,115.8605,2020-05-05 00:00:00,2020,May,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-06 00:00:00,2020,May,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-07 00:00:00,2020,May,1.0,0.0,6.0
Western Australia,Australia,-31.9505,115.8605,2020-05-08 00:00:00,2020,May,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-09 00:00:00,2020,May,0.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-05-10 00:00:00,2020,May,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-11 00:00:00,2020,May,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-12 00:00:00,2020,May,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-05-13 00:00:00,2020,May,552.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-05-14 00:00:00,2020,May,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-15 00:00:00,2020,May,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-16 00:00:00,2020,May,1.0,0.0,3.0
Western Australia,Australia,-31.9505,115.8605,2020-05-17 00:00:00,2020,May,1.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-05-18 00:00:00,2020,May,3.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-05-19 00:00:00,2020,May,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-20 00:00:00,2020,May,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-21 00:00:00,2020,May,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-22 00:00:00,2020,May,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-23 00:00:00,2020,May,3.0,0.0,4.0
Western Australia,Australia,-31.9505,115.8605,2020-05-24 00:00:00,2020,May,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-25 00:00:00,2020,May,4.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-26 00:00:00,2020,May,6.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-27 00:00:00,2020,May,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-05-28 00:00:00,2020,May,7.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-05-29 00:00:00,2020,May,8.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-05-30 00:00:00,2020,May,1.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-05-31 00:00:00,2020,May,3.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-01 00:00:00,2020,June,2.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-06-02 00:00:00,2020,June,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-03 00:00:00,2020,June,0.0,0.0,4.0
Western Australia,Australia,-31.9505,115.8605,2020-06-04 00:00:00,2020,June,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-05 00:00:00,2020,June,4.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-06 00:00:00,2020,June,3.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-06-07 00:00:00,2020,June,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-08 00:00:00,2020,June,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-06-09 00:00:00,2020,June,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-10 00:00:00,2020,June,2.0,0.0,11.0
Western Australia,Australia,-31.9505,115.8605,2020-06-11 00:00:00,2020,June,1.0,0.0,4.0
Western Australia,Australia,-31.9505,115.8605,2020-06-12 00:00:00,2020,June,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-13 00:00:00,2020,June,0.0,0.0,7.0
Western Australia,Australia,-31.9505,115.8605,2020-06-14 00:00:00,2020,June,0.0,0.0,9.0
Western Australia,Australia,-31.9505,115.8605,2020-06-15 00:00:00,2020,June,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-16 00:00:00,2020,June,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-06-17 00:00:00,2020,June,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-18 00:00:00,2020,June,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-19 00:00:00,2020,June,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-20 00:00:00,2020,June,1.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-06-21 00:00:00,2020,June,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-22 00:00:00,2020,June,2.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-06-23 00:00:00,2020,June,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-24 00:00:00,2020,June,1.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-06-25 00:00:00,2020,June,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-26 00:00:00,2020,June,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-27 00:00:00,2020,June,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-28 00:00:00,2020,June,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-06-29 00:00:00,2020,June,2.0,0.0,3.0
Western Australia,Australia,-31.9505,115.8605,2020-06-30 00:00:00,2020,June,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-01 00:00:00,2020,July,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-02 00:00:00,2020,July,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-03 00:00:00,2020,July,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-04 00:00:00,2020,July,1.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-07-05 00:00:00,2020,July,6.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-06 00:00:00,2020,July,3.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-07 00:00:00,2020,July,3.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-07-08 00:00:00,2020,July,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-09 00:00:00,2020,July,3.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-10 00:00:00,2020,July,7.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-07-11 00:00:00,2020,July,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-12 00:00:00,2020,July,0.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-07-13 00:00:00,2020,July,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-14 00:00:00,2020,July,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-15 00:00:00,2020,July,10.0,0.0,4.0
Western Australia,Australia,-31.9505,115.8605,2020-07-16 00:00:00,2020,July,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-17 00:00:00,2020,July,5.0,0.0,7.0
Western Australia,Australia,-31.9505,115.8605,2020-07-18 00:00:00,2020,July,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-07-19 00:00:00,2020,July,0.0,0.0,4.0
Western Australia,Australia,-31.9505,115.8605,2020-07-20 00:00:00,2020,July,0.0,0.0,3.0
Western Australia,Australia,-31.9505,115.8605,2020-07-21 00:00:00,2020,July,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-22 00:00:00,2020,July,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-07-23 00:00:00,2020,July,3.0,0.0,5.0
Western Australia,Australia,-31.9505,115.8605,2020-07-24 00:00:00,2020,July,2.0,0.0,11.0
Western Australia,Australia,-31.9505,115.8605,2020-07-25 00:00:00,2020,July,2.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-07-26 00:00:00,2020,July,0.0,0.0,3.0
Western Australia,Australia,-31.9505,115.8605,2020-07-27 00:00:00,2020,July,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-28 00:00:00,2020,July,2.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-29 00:00:00,2020,July,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-07-30 00:00:00,2020,July,4.0,0.0,3.0
Western Australia,Australia,-31.9505,115.8605,2020-07-31 00:00:00,2020,July,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-01 00:00:00,2020,August,641.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-08-02 00:00:00,2020,August,28.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-08-03 00:00:00,2020,August,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-04 00:00:00,2020,August,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-05 00:00:00,2020,August,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-06 00:00:00,2020,August,642.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-07 00:00:00,2020,August,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-08-08 00:00:00,2020,August,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-08-09 00:00:00,2020,August,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-10 00:00:00,2020,August,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-08-11 00:00:00,2020,August,0.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-08-12 00:00:00,2020,August,2.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-13 00:00:00,2020,August,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-14 00:00:00,2020,August,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-15 00:00:00,2020,August,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-08-16 00:00:00,2020,August,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-17 00:00:00,2020,August,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-18 00:00:00,2020,August,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-19 00:00:00,2020,August,4.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-20 00:00:00,2020,August,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-21 00:00:00,2020,August,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-22 00:00:00,2020,August,1.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-08-23 00:00:00,2020,August,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-24 00:00:00,2020,August,1.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-08-25 00:00:00,2020,August,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-08-26 00:00:00,2020,August,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-08-27 00:00:00,2020,August,2.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-28 00:00:00,2020,August,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-29 00:00:00,2020,August,0.0,0.0,4.0
Western Australia,Australia,-31.9505,115.8605,2020-08-30 00:00:00,2020,August,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-08-31 00:00:00,2020,August,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-01 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-02 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-03 00:00:00,2020,September,0.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-09-04 00:00:00,2020,September,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-09-05 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-06 00:00:00,2020,September,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-07 00:00:00,2020,September,2.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-08 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-09 00:00:00,2020,September,1.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-09-10 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-11 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-12 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-13 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-14 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-15 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-16 00:00:00,2020,September,2.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-09-17 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-18 00:00:00,2020,September,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-09-19 00:00:00,2020,September,1.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-09-20 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-21 00:00:00,2020,September,3.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-22 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-23 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-24 00:00:00,2020,September,3.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-25 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-26 00:00:00,2020,September,8.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-09-27 00:00:00,2020,September,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-28 00:00:00,2020,September,0.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-09-29 00:00:00,2020,September,8.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-09-30 00:00:00,2020,September,1.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-10-01 00:00:00,2020,October,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-02 00:00:00,2020,October,1.0,0.0,3.0
Western Australia,Australia,-31.9505,115.8605,2020-10-03 00:00:00,2020,October,0.0,0.0,3.0
Western Australia,Australia,-31.9505,115.8605,2020-10-04 00:00:00,2020,October,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-05 00:00:00,2020,October,1.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-10-06 00:00:00,2020,October,0.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-10-07 00:00:00,2020,October,3.0,0.0,6.0
Western Australia,Australia,-31.9505,115.8605,2020-10-08 00:00:00,2020,October,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-09 00:00:00,2020,October,2.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-10 00:00:00,2020,October,2.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-11 00:00:00,2020,October,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-12 00:00:00,2020,October,2.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-10-13 00:00:00,2020,October,7.0,0.0,5.0
Western Australia,Australia,-31.9505,115.8605,2020-10-14 00:00:00,2020,October,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-15 00:00:00,2020,October,5.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-16 00:00:00,2020,October,0.0,0.0,7.0
Western Australia,Australia,-31.9505,115.8605,2020-10-17 00:00:00,2020,October,2.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-18 00:00:00,2020,October,3.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-10-19 00:00:00,2020,October,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-20 00:00:00,2020,October,24.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-21 00:00:00,2020,October,1.0,0.0,5.0
Western Australia,Australia,-31.9505,115.8605,2020-10-22 00:00:00,2020,October,8.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-23 00:00:00,2020,October,6.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-10-24 00:00:00,2020,October,4.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-25 00:00:00,2020,October,5.0,0.0,8.0
Western Australia,Australia,-31.9505,115.8605,2020-10-26 00:00:00,2020,October,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-27 00:00:00,2020,October,3.0,0.0,6.0
Western Australia,Australia,-31.9505,115.8605,2020-10-28 00:00:00,2020,October,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-10-29 00:00:00,2020,October,1.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-10-30 00:00:00,2020,October,1.0,0.0,4.0
Western Australia,Australia,-31.9505,115.8605,2020-10-31 00:00:00,2020,October,2.0,0.0,6.0
Western Australia,Australia,-31.9505,115.8605,2020-11-01 00:00:00,2020,November,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-02 00:00:00,2020,November,1.0,0.0,20.0
Western Australia,Australia,-31.9505,115.8605,2020-11-03 00:00:00,2020,November,1.0,0.0,10.0
Western Australia,Australia,-31.9505,115.8605,2020-11-04 00:00:00,2020,November,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-05 00:00:00,2020,November,4.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-11-06 00:00:00,2020,November,1.0,0.0,5.0
Western Australia,Australia,-31.9505,115.8605,2020-11-07 00:00:00,2020,November,0.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-11-08 00:00:00,2020,November,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-09 00:00:00,2020,November,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-10 00:00:00,2020,November,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-11 00:00:00,2020,November,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-12 00:00:00,2020,November,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-13 00:00:00,2020,November,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-14 00:00:00,2020,November,7.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-15 00:00:00,2020,November,4.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-16 00:00:00,2020,November,1.0,0.0,10.0
Western Australia,Australia,-31.9505,115.8605,2020-11-17 00:00:00,2020,November,6.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-18 00:00:00,2020,November,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-19 00:00:00,2020,November,2.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-20 00:00:00,2020,November,1.0,0.0,5.0
Western Australia,Australia,-31.9505,115.8605,2020-11-21 00:00:00,2020,November,2.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-22 00:00:00,2020,November,5.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-11-23 00:00:00,2020,November,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-24 00:00:00,2020,November,4.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-11-25 00:00:00,2020,November,9.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-11-26 00:00:00,2020,November,0.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-11-27 00:00:00,2020,November,0.0,0.0,6.0
Western Australia,Australia,-31.9505,115.8605,2020-11-28 00:00:00,2020,November,1.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-11-29 00:00:00,2020,November,0.0,0.0,3.0
Western Australia,Australia,-31.9505,115.8605,2020-11-30 00:00:00,2020,November,3.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-12-01 00:00:00,2020,December,2.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-12-02 00:00:00,2020,December,0.0,0.0,6.0
Western Australia,Australia,-31.9505,115.8605,2020-12-03 00:00:00,2020,December,2.0,0.0,7.0
Western Australia,Australia,-31.9505,115.8605,2020-12-04 00:00:00,2020,December,3.0,0.0,3.0
Western Australia,Australia,-31.9505,115.8605,2020-12-05 00:00:00,2020,December,2.0,0.0,3.0
Western Australia,Australia,-31.9505,115.8605,2020-12-06 00:00:00,2020,December,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-12-07 00:00:00,2020,December,1.0,0.0,2.0
Western Australia,Australia,-31.9505,115.8605,2020-12-08 00:00:00,2020,December,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-12-09 00:00:00,2020,December,0.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-12-10 00:00:00,2020,December,2.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-12-11 00:00:00,2020,December,1.0,0.0,4.0
Western Australia,Australia,-31.9505,115.8605,2020-12-12 00:00:00,2020,December,1.0,0.0,1.0
Western Australia,Australia,-31.9505,115.8605,2020-12-13 00:00:00,2020,December,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-12-14 00:00:00,2020,December,2.0,0.0,5.0
Western Australia,Australia,-31.9505,115.8605,2020-12-15 00:00:00,2020,December,4.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-12-16 00:00:00,2020,December,1.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2020-12-17 00:00:00,2020,December,1.0,0.0,0.0
