Province_State,Country_Region,Lat,Long,Date,Confirmed
Queensland,Australia,-27.4698,153.0251,9/14/2020,1150
Queensland,Australia,-27.4698,153.0251,9/15/2020,1149
Queensland,Australia,-27.4698,153.0251,9/16/2020,1150
Queensland,Australia,-27.4698,153.0251,9/17/2020,1150
Queensland,Australia,-27.4698,153.0251,9/18/2020,1150
Queensland,Australia,-27.4698,153.0251,9/19/2020,1152
Queensland,Australia,-27.4698,153.0251,9/20/2020,1153
Queensland,Australia,-27.4698,153.0251,9/21/2020,1153
Queensland,Australia,-27.4698,153.0251,9/22/2020,1153
Queensland,Australia,-27.4698,153.0251,9/23/2020,1153
Queensland,Australia,-27.4698,153.0251,9/24/2020,1153
Queensland,Australia,-27.4698,153.0251,9/25/2020,1156
Queensland,Australia,-27.4698,153.0251,9/26/2020,1157
Queensland,Australia,-27.4698,153.0251,9/27/2020,1157
Queensland,Australia,-27.4698,153.0251,9/28/2020,1157
Queensland,Australia,-27.4698,153.0251,9/29/2020,1157
Queensland,Australia,-27.4698,153.0251,9/30/2020,1157
Queensland,Australia,-27.4698,153.0251,10/1/2020,1160
Queensland,Australia,-27.4698,153.0251,10/2/2020,1160
Queensland,Australia,-27.4698,153.0251,10/3/2020,1160
Queensland,Australia,-27.4698,153.0251,10/4/2020,1160
Queensland,Australia,-27.4698,153.0251,10/5/2020,1160
Queensland,Australia,-27.4698,153.0251,10/6/2020,1160
Queensland,Australia,-27.4698,153.0251,10/7/2020,1160
Queensland,Australia,-27.4698,153.0251,10/8/2020,1160
Queensland,Australia,-27.4698,153.0251,10/9/2020,1161
Queensland,Australia,-27.4698,153.0251,10/10/2020,1161
Queensland,Australia,-27.4698,153.0251,10/11/2020,1161
Queensland,Australia,-27.4698,153.0251,10/12/2020,1161
Queensland,Australia,-27.4698,153.0251,10/13/2020,1161
Queensland,Australia,-27.4698,153.0251,10/14/2020,1162
Queensland,Australia,-27.4698,153.0251,10/15/2020,1164
Queensland,Australia,-27.4698,153.0251,10/16/2020,1164
Queensland,Australia,-27.4698,153.0251,10/17/2020,1164
Queensland,Australia,-27.4698,153.0251,10/18/2020,1164
Queensland,Australia,-27.4698,153.0251,10/19/2020,1164
Queensland,Australia,-27.4698,153.0251,10/20/2020,1165
Queensland,Australia,-27.4698,153.0251,10/21/2020,1165
Queensland,Australia,-27.4698,153.0251,10/22/2020,1167
Queensland,Australia,-27.4698,153.0251,10/23/2020,1167
Queensland,Australia,-27.4698,153.0251,10/24/2020,1167
Queensland,Australia,-27.4698,153.0251,10/25/2020,1167
Queensland,Australia,-27.4698,153.0251,10/26/2020,1167
Queensland,Australia,-27.4698,153.0251,10/27/2020,1169
Queensland,Australia,-27.4698,153.0251,10/28/2020,1169
Queensland,Australia,-27.4698,153.0251,10/29/2020,1172
Queensland,Australia,-27.4698,153.0251,10/30/2020,1171
Queensland,Australia,-27.4698,153.0251,10/31/2020,1172
Queensland,Australia,-27.4698,153.0251,11/1/2020,1172
Queensland,Australia,-27.4698,153.0251,11/2/2020,1175
Queensland,Australia,-27.4698,153.0251,11/3/2020,1177
Queensland,Australia,-27.4698,153.0251,11/4/2020,1177
Queensland,Australia,-27.4698,153.0251,11/5/2020,1177
Queensland,Australia,-27.4698,153.0251,11/6/2020,1177
Queensland,Australia,-27.4698,153.0251,11/7/2020,1177
Queensland,Australia,-27.4698,153.0251,11/8/2020,1177
Queensland,Australia,-27.4698,153.0251,11/9/2020,1178
Queensland,Australia,-27.4698,153.0251,11/10/2020,1179
Queensland,Australia,-27.4698,153.0251,11/11/2020,1182
Queensland,Australia,-27.4698,153.0251,11/12/2020,1183
Queensland,Australia,-27.4698,153.0251,11/13/2020,1185
Queensland,Australia,-27.4698,153.0251,11/14/2020,1185
Queensland,Australia,-27.4698,153.0251,11/15/2020,1185
Queensland,Australia,-27.4698,153.0251,11/16/2020,1186
Queensland,Australia,-27.4698,153.0251,11/17/2020,1187
Queensland,Australia,-27.4698,153.0251,11/18/2020,1190
Queensland,Australia,-27.4698,153.0251,11/19/2020,1190
Queensland,Australia,-27.4698,153.0251,11/20/2020,1192
Queensland,Australia,-27.4698,153.0251,11/21/2020,1193
Queensland,Australia,-27.4698,153.0251,11/22/2020,1196
Queensland,Australia,-27.4698,153.0251,11/23/2020,1197
Queensland,Australia,-27.4698,153.0251,11/24/2020,1197
Queensland,Australia,-27.4698,153.0251,11/25/2020,1197
Queensland,Australia,-27.4698,153.0251,11/26/2020,1198
Queensland,Australia,-27.4698,153.0251,11/27/2020,1199
Queensland,Australia,-27.4698,153.0251,11/28/2020,1201
Queensland,Australia,-27.4698,153.0251,11/29/2020,1201
Queensland,Australia,-27.4698,153.0251,11/30/2020,1202
Queensland,Australia,-27.4698,153.0251,12/1/2020,1205
Queensland,Australia,-27.4698,153.0251,12/2/2020,1206
Queensland,Australia,-27.4698,153.0251,12/3/2020,1208
Queensland,Australia,-27.4698,153.0251,12/4/2020,1210
Queensland,Australia,-27.4698,153.0251,12/5/2020,1212
Queensland,Australia,-27.4698,153.0251,12/6/2020,1215
Queensland,Australia,-27.4698,153.0251,12/7/2020,1221
Queensland,Australia,-27.4698,153.0251,12/8/2020,1221
Queensland,Australia,-27.4698,153.0251,12/9/2020,1225
Queensland,Australia,-27.4698,153.0251,12/10/2020,1224
Queensland,Australia,-27.4698,153.0251,12/11/2020,1226
Queensland,Australia,-27.4698,153.0251,12/12/2020,1226
Queensland,Australia,-27.4698,153.0251,12/13/2020,1227
Queensland,Australia,-27.4698,153.0251,12/14/2020,1228
Queensland,Australia,-27.4698,153.0251,12/15/2020,1229
Queensland,Australia,-27.4698,153.0251,12/16/2020,1230
Queensland,Australia,-27.4698,153.0251,12/17/2020,1233
Queensland,Australia,-27.4698,153.0251,12/18/2020,1232
Queensland,Australia,-27.4698,153.0251,12/19/2020,1234
Queensland,Australia,-27.4698,153.0251,12/20/2020,1235
Queensland,Australia,-27.4698,153.0251,12/21/2020,1235
Queensland,Australia,-27.4698,153.0251,12/22/2020,1236
Queensland,Australia,-27.4698,153.0251,12/23/2020,1238
Queensland,Australia,-27.4698,153.0251,12/24/2020,1240
Queensland,Australia,-27.4698,153.0251,12/25/2020,1241
Queensland,Australia,-27.4698,153.0251,12/26/2020,1241
Queensland,Australia,-27.4698,153.0251,12/27/2020,1246
Queensland,Australia,-27.4698,153.0251,12/28/2020,1248
Queensland,Australia,-27.4698,153.0251,12/29/2020,1250
Queensland,Australia,-27.4698,153.0251,12/30/2020,1253
Queensland,Australia,-27.4698,153.0251,12/31/2020,1253
Queensland,Australia,-27.4698,153.0251,1/1/2021,1255
Queensland,Australia,-27.4698,153.0251,1/2/2021,1255
Queensland,Australia,-27.4698,153.0251,1/3/2021,1260
Queensland,Australia,-27.4698,153.0251,1/4/2021,1262
Queensland,Australia,-27.4698,153.0251,1/5/2021,1263
Queensland,Australia,-27.4698,153.0251,1/6/2021,1265
Queensland,Australia,-27.4698,153.0251,1/7/2021,1274
Queensland,Australia,-27.4698,153.0251,1/8/2021,1274
Queensland,Australia,-27.4698,153.0251,1/9/2021,1274
Queensland,Australia,-27.4698,153.0251,1/10/2021,1278
Queensland,Australia,-27.4698,153.0251,1/11/2021,1281
Queensland,Australia,-27.4698,153.0251,1/12/2021,1283
Queensland,Australia,-27.4698,153.0251,1/13/2021,1287
Queensland,Australia,-27.4698,153.0251,1/14/2021,1290
Queensland,Australia,-27.4698,153.0251,1/15/2021,1291
Queensland,Australia,-27.4698,153.0251,1/16/2021,1293
Queensland,Australia,-27.4698,153.0251,1/17/2021,1294
Queensland,Australia,-27.4698,153.0251,1/18/2021,1297
Queensland,Australia,-27.4698,153.0251,1/19/2021,1299
Queensland,Australia,-27.4698,153.0251,1/20/2021,1300
Queensland,Australia,-27.4698,153.0251,1/21/2021,1303
Queensland,Australia,-27.4698,153.0251,1/22/2021,1303
Queensland,Australia,-27.4698,153.0251,1/23/2021,1303
Queensland,Australia,-27.4698,153.0251,1/24/2021,1305
Queensland,Australia,-27.4698,153.0251,1/25/2021,1305
Queensland,Australia,-27.4698,153.0251,1/26/2021,1306
Queensland,Australia,-27.4698,153.0251,1/27/2021,1307
Queensland,Australia,-27.4698,153.0251,1/28/2021,1308
Queensland,Australia,-27.4698,153.0251,1/29/2021,1309
Queensland,Australia,-27.4698,153.0251,1/30/2021,1309
Queensland,Australia,-27.4698,153.0251,1/31/2021,1310
Queensland,Australia,-27.4698,153.0251,2/1/2021,1311
Queensland,Australia,-27.4698,153.0251,2/2/2021,1311
Queensland,Australia,-27.4698,153.0251,2/3/2021,1311
Queensland,Australia,-27.4698,153.0251,2/4/2021,1309
Queensland,Australia,-27.4698,153.0251,2/5/2021,1311
Queensland,Australia,-27.4698,153.0251,2/6/2021,1312
Queensland,Australia,-27.4698,153.0251,2/7/2021,1314
Queensland,Australia,-27.4698,153.0251,2/8/2021,1315
Queensland,Australia,-27.4698,153.0251,2/9/2021,1316
Queensland,Australia,-27.4698,153.0251,2/10/2021,1317
Queensland,Australia,-27.4698,153.0251,2/11/2021,1318
Queensland,Australia,-27.4698,153.0251,2/12/2021,1320
Queensland,Australia,-27.4698,153.0251,2/13/2021,1320
Queensland,Australia,-27.4698,153.0251,2/14/2021,1320
Queensland,Australia,-27.4698,153.0251,2/15/2021,1320
Queensland,Australia,-27.4698,153.0251,2/16/2021,1320
Queensland,Australia,-27.4698,153.0251,2/17/2021,1320
Queensland,Australia,-27.4698,153.0251,2/18/2021,1321
Queensland,Australia,-27.4698,153.0251,2/19/2021,1321
Queensland,Australia,-27.4698,153.0251,2/20/2021,1321
Queensland,Australia,-27.4698,153.0251,2/21/2021,1323
Queensland,Australia,-27.4698,153.0251,2/22/2021,1323
Queensland,Australia,-27.4698,153.0251,2/23/2021,1323
Queensland,Australia,-27.4698,153.0251,2/24/2021,1324
Queensland,Australia,-27.4698,153.0251,2/25/2021,1328
Queensland,Australia,-27.4698,153.0251,2/26/2021,1329
Queensland,Australia,-27.4698,153.0251,2/27/2021,1329
Queensland,Australia,-27.4698,153.0251,2/28/2021,1331
Queensland,Australia,-27.4698,153.0251,3/1/2021,1335
Queensland,Australia,-27.4698,153.0251,3/2/2021,1335
Queensland,Australia,-27.4698,153.0251,3/3/2021,1342
Queensland,Australia,-27.4698,153.0251,3/4/2021,1344
Queensland,Australia,-27.4698,153.0251,3/5/2021,1347
Queensland,Australia,-27.4698,153.0251,3/6/2021,1349
Queensland,Australia,-27.4698,153.0251,3/7/2021,1356
Queensland,Australia,-27.4698,153.0251,3/8/2021,1362
Queensland,Australia,-27.4698,153.0251,3/9/2021,1367
Queensland,Australia,-27.4698,153.0251,3/10/2021,1373
Queensland,Australia,-27.4698,153.0251,3/11/2021,1375
Queensland,Australia,-27.4698,153.0251,3/12/2021,1379
Queensland,Australia,-27.4698,153.0251,3/13/2021,1380
Queensland,Australia,-27.4698,153.0251,3/14/2021,1386
Queensland,Australia,-27.4698,153.0251,3/15/2021,1388
Queensland,Australia,-27.4698,153.0251,3/16/2021,1394
Queensland,Australia,-27.4698,153.0251,3/17/2021,1402
Queensland,Australia,-27.4698,153.0251,3/18/2021,1411
Queensland,Australia,-27.4698,153.0251,3/19/2021,1415
Queensland,Australia,-27.4698,153.0251,3/20/2021,1417
Queensland,Australia,-27.4698,153.0251,3/21/2021,1421
Queensland,Australia,-27.4698,153.0251,3/22/2021,1422
Queensland,Australia,-27.4698,153.0251,3/23/2021,1426
Queensland,Australia,-27.4698,153.0251,3/24/2021,1429
Queensland,Australia,-27.4698,153.0251,3/25/2021,1436
Queensland,Australia,-27.4698,153.0251,3/26/2021,1443
Queensland,Australia,-27.4698,153.0251,3/27/2021,1446
Queensland,Australia,-27.4698,153.0251,3/28/2021,1456
Queensland,Australia,-27.4698,153.0251,3/29/2021,1466
Queensland,Australia,-27.4698,153.0251,3/30/2021,1467
Queensland,Australia,-27.4698,153.0251,3/31/2021,1477
Queensland,Australia,-27.4698,153.0251,4/1/2021,1485
Queensland,Australia,-27.4698,153.0251,4/2/2021,1488
Queensland,Australia,-27.4698,153.0251,4/3/2021,1489
Queensland,Australia,-27.4698,153.0251,4/4/2021,1492
Queensland,Australia,-27.4698,153.0251,4/5/2021,1491
Queensland,Australia,-27.4698,153.0251,4/6/2021,1497
Queensland,Australia,-27.4698,153.0251,4/7/2021,1500
Queensland,Australia,-27.4698,153.0251,4/8/2021,1501
Queensland,Australia,-27.4698,153.0251,4/9/2021,1502
Queensland,Australia,-27.4698,153.0251,4/10/2021,1502
Queensland,Australia,-27.4698,153.0251,4/11/2021,1504
Queensland,Australia,-27.4698,153.0251,4/12/2021,1506
Queensland,Australia,-27.4698,153.0251,4/13/2021,1508
Queensland,Australia,-27.4698,153.0251,4/14/2021,1509
Queensland,Australia,-27.4698,153.0251,4/15/2021,1515
Queensland,Australia,-27.4698,153.0251,4/16/2021,1516
Queensland,Australia,-27.4698,153.0251,4/17/2021,1518
Queensland,Australia,-27.4698,153.0251,4/18/2021,1518
Queensland,Australia,-27.4698,153.0251,4/19/2021,1518
Queensland,Australia,-27.4698,153.0251,4/20/2021,1519
Queensland,Australia,-27.4698,153.0251,4/21/2021,1520
Queensland,Australia,-27.4698,153.0251,4/22/2021,1524
Queensland,Australia,-27.4698,153.0251,4/23/2021,1525
Queensland,Australia,-27.4698,153.0251,4/24/2021,1529
Queensland,Australia,-27.4698,153.0251,4/25/2021,1531
Queensland,Australia,-27.4698,153.0251,4/26/2021,1534
Queensland,Australia,-27.4698,153.0251,4/27/2021,1550
Queensland,Australia,-27.4698,153.0251,4/28/2021,1554
Queensland,Australia,-27.4698,153.0251,4/29/2021,1559
Queensland,Australia,-27.4698,153.0251,4/30/2021,1561
Queensland,Australia,-27.4698,153.0251,5/1/2021,1564
Queensland,Australia,-27.4698,153.0251,5/2/2021,1567
Queensland,Australia,-27.4698,153.0251,5/3/2021,1568
Queensland,Australia,-27.4698,153.0251,5/4/2021,1568
Queensland,Australia,-27.4698,153.0251,5/5/2021,1571
Queensland,Australia,-27.4698,153.0251,5/6/2021,1573
Queensland,Australia,-27.4698,153.0251,5/7/2021,1576
Queensland,Australia,-27.4698,153.0251,5/8/2021,1580
Queensland,Australia,-27.4698,153.0251,5/9/2021,1580
Queensland,Australia,-27.4698,153.0251,5/10/2021,1580
Queensland,Australia,-27.4698,153.0251,5/11/2021,1583
Queensland,Australia,-27.4698,153.0251,5/12/2021,1585
Queensland,Australia,-27.4698,153.0251,5/13/2021,1585
Queensland,Australia,-27.4698,153.0251,5/14/2021,1586
Queensland,Australia,-27.4698,153.0251,5/15/2021,1589
Queensland,Australia,-27.4698,153.0251,5/16/2021,1589
Queensland,Australia,-27.4698,153.0251,5/17/2021,1591
Queensland,Australia,-27.4698,153.0251,5/18/2021,1592
Queensland,Australia,-27.4698,153.0251,5/19/2021,1592
Queensland,Australia,-27.4698,153.0251,5/20/2021,1595
Queensland,Australia,-27.4698,153.0251,5/21/2021,1597
Queensland,Australia,-27.4698,153.0251,5/22/2021,1597
Queensland,Australia,-27.4698,153.0251,5/23/2021,1605
Queensland,Australia,-27.4698,153.0251,5/24/2021,1607
Queensland,Australia,-27.4698,153.0251,5/25/2021,1611
Queensland,Australia,-27.4698,153.0251,5/26/2021,1613
Queensland,Australia,-27.4698,153.0251,5/27/2021,1615
Queensland,Australia,-27.4698,153.0251,5/28/2021,1616
Queensland,Australia,-27.4698,153.0251,5/29/2021,1618
Queensland,Australia,-27.4698,153.0251,5/30/2021,1618
Queensland,Australia,-27.4698,153.0251,5/31/2021,1618
Queensland,Australia,-27.4698,153.0251,6/1/2021,1619
Queensland,Australia,-27.4698,153.0251,6/2/2021,1621
Queensland,Australia,-27.4698,153.0251,6/3/2021,1621
Queensland,Australia,-27.4698,153.0251,6/4/2021,1630
Queensland,Australia,-27.4698,153.0251,6/5/2021,1632
Queensland,Australia,-27.4698,153.0251,6/6/2021,1632
Queensland,Australia,-27.4698,153.0251,6/7/2021,1633
Queensland,Australia,-27.4698,153.0251,6/8/2021,1634
Queensland,Australia,-27.4698,153.0251,6/9/2021,1642
Queensland,Australia,-27.4698,153.0251,6/10/2021,1642
Queensland,Australia,-27.4698,153.0251,6/11/2021,1642
Queensland,Australia,-27.4698,153.0251,6/12/2021,1650
Queensland,Australia,-27.4698,153.0251,6/13/2021,1652
Queensland,Australia,-27.4698,153.0251,6/14/2021,1655
Queensland,Australia,-27.4698,153.0251,6/15/2021,1655
Queensland,Australia,-27.4698,153.0251,6/16/2021,1661
Queensland,Australia,-27.4698,153.0251,6/17/2021,1664
Queensland,Australia,-27.4698,153.0251,6/18/2021,1664
Queensland,Australia,-27.4698,153.0251,6/19/2021,1665
Queensland,Australia,-27.4698,153.0251,6/20/2021,1670
Queensland,Australia,-27.4698,153.0251,6/21/2021,1673
Queensland,Australia,-27.4698,153.0251,6/22/2021,1674
Queensland,Australia,-27.4698,153.0251,6/23/2021,1678
Queensland,Australia,-27.4698,153.0251,6/24/2021,1679
Queensland,Australia,-27.4698,153.0251,6/25/2021,1680
Queensland,Australia,-27.4698,153.0251,6/26/2021,1683
Queensland,Australia,-27.4698,153.0251,6/27/2021,1686
Queensland,Australia,-27.4698,153.0251,6/28/2021,1690
Queensland,Australia,-27.4698,153.0251,6/29/2021,1696
Queensland,Australia,-27.4698,153.0251,6/30/2021,1700
Queensland,Australia,-27.4698,153.0251,7/1/2021,1705
Queensland,Australia,-27.4698,153.0251,7/2/2021,1714
Queensland,Australia,-27.4698,153.0251,7/3/2021,1715
Queensland,Australia,-27.4698,153.0251,7/4/2021,1723
Queensland,Australia,-27.4698,153.0251,7/5/2021,1728
Queensland,Australia,-27.4698,153.0251,7/6/2021,1729
Queensland,Australia,-27.4698,153.0251,7/7/2021,1732
Queensland,Australia,-27.4698,153.0251,7/8/2021,1732
Queensland,Australia,-27.4698,153.0251,7/9/2021,1737
Queensland,Australia,-27.4698,153.0251,7/10/2021,1738
Queensland,Australia,-27.4698,153.0251,7/11/2021,1739
Queensland,Australia,-27.4698,153.0251,7/12/2021,1742
Queensland,Australia,-27.4698,153.0251,7/13/2021,1747
Queensland,Australia,-27.4698,153.0251,7/14/2021,1752
Queensland,Australia,-27.4698,153.0251,7/15/2021,1753
Queensland,Australia,-27.4698,153.0251,7/16/2021,1754
Queensland,Australia,-27.4698,153.0251,7/17/2021,1755
Queensland,Australia,-27.4698,153.0251,7/18/2021,1757
Queensland,Australia,-27.4698,153.0251,7/19/2021,1761
Queensland,Australia,-27.4698,153.0251,7/20/2021,1761
Queensland,Australia,-27.4698,153.0251,7/21/2021,1761
Queensland,Australia,-27.4698,153.0251,7/22/2021,1764
Queensland,Australia,-27.4698,153.0251,7/23/2021,1763
Queensland,Australia,-27.4698,153.0251,7/24/2021,1770
Queensland,Australia,-27.4698,153.0251,7/25/2021,1771
Queensland,Australia,-27.4698,153.0251,7/26/2021,1770
Queensland,Australia,-27.4698,153.0251,7/27/2021,1790
Queensland,Australia,-27.4698,153.0251,7/28/2021,1791
Queensland,Australia,-27.4698,153.0251,7/29/2021,1793
Queensland,Australia,-27.4698,153.0251,7/30/2021,1800
Queensland,Australia,-27.4698,153.0251,7/31/2021,1809
Queensland,Australia,-27.4698,153.0251,8/1/2021,1824
Queensland,Australia,-27.4698,153.0251,8/2/2021,1840
Queensland,Australia,-27.4698,153.0251,8/3/2021,1859
Queensland,Australia,-27.4698,153.0251,8/4/2021,1886
Queensland,Australia,-27.4698,153.0251,8/5/2021,1896
Queensland,Australia,-27.4698,153.0251,8/6/2021,1909
Queensland,Australia,-27.4698,153.0251,8/7/2021,1918
Queensland,Australia,-27.4698,153.0251,8/8/2021,1923
Queensland,Australia,-27.4698,153.0251,8/9/2021,1926
Queensland,Australia,-27.4698,153.0251,8/10/2021,1929
Queensland,Australia,-27.4698,153.0251,8/11/2021,1940
Queensland,Australia,-27.4698,153.0251,8/12/2021,1948
Queensland,Australia,-27.4698,153.0251,8/13/2021,1955
Queensland,Australia,-27.4698,153.0251,8/14/2021,1956
Queensland,Australia,-27.4698,153.0251,8/15/2021,1955
Queensland,Australia,-27.4698,153.0251,8/16/2021,1957
Queensland,Australia,-27.4698,153.0251,8/17/2021,1961
Queensland,Australia,-27.4698,153.0251,8/18/2021,1961
Queensland,Australia,-27.4698,153.0251,8/19/2021,1962
Queensland,Australia,-27.4698,153.0251,8/20/2021,1964
Queensland,Australia,-27.4698,153.0251,8/21/2021,1964
Queensland,Australia,-27.4698,153.0251,8/22/2021,1966
Queensland,Australia,-27.4698,153.0251,8/23/2021,1972
Queensland,Australia,-27.4698,153.0251,8/24/2021,1972
Queensland,Australia,-27.4698,153.0251,8/25/2021,1972
Queensland,Australia,-27.4698,153.0251,8/26/2021,1973
Queensland,Australia,-27.4698,153.0251,8/27/2021,1977
Queensland,Australia,-27.4698,153.0251,8/28/2021,1977
Queensland,Australia,-27.4698,153.0251,8/29/2021,1979
Queensland,Australia,-27.4698,153.0251,8/30/2021,1979
Queensland,Australia,-27.4698,153.0251,8/31/2021,1980
Queensland,Australia,-27.4698,153.0251,9/1/2021,1982
Queensland,Australia,-27.4698,153.0251,9/2/2021,1982
Queensland,Australia,-27.4698,153.0251,9/3/2021,1984
Queensland,Australia,-27.4698,153.0251,9/4/2021,1985
Queensland,Australia,-27.4698,153.0251,9/5/2021,1991
Queensland,Australia,-27.4698,153.0251,9/6/2021,1991
Queensland,Australia,-27.4698,153.0251,9/7/2021,1991
Queensland,Australia,-27.4698,153.0251,9/8/2021,1992
Queensland,Australia,-27.4698,153.0251,9/9/2021,1995
Queensland,Australia,-27.4698,153.0251,9/10/2021,2002
Queensland,Australia,-27.4698,153.0251,9/11/2021,2003
Queensland,Australia,-27.4698,153.0251,9/12/2021,2007
Queensland,Australia,-27.4698,153.0251,9/13/2021,2009
Queensland,Australia,-27.4698,153.0251,9/14/2021,2010
Queensland,Australia,-27.4698,153.0251,9/15/2021,2013
Queensland,Australia,-27.4698,153.0251,9/16/2021,2014
Queensland,Australia,-27.4698,153.0251,9/17/2021,2015
Queensland,Australia,-27.4698,153.0251,9/18/2021,2015
Queensland,Australia,-27.4698,153.0251,9/19/2021,2017
Queensland,Australia,-27.4698,153.0251,9/20/2021,2018
Queensland,Australia,-27.4698,153.0251,9/21/2021,2019
Queensland,Australia,-27.4698,153.0251,9/22/2021,2021
South Australia,Australia,-34.9285,138.6007,1/22/2020,0
South Australia,Australia,-34.9285,138.6007,1/23/2020,0
South Australia,Australia,-34.9285,138.6007,1/24/2020,0
South Australia,Australia,-34.9285,138.6007,1/25/2020,0
South Australia,Australia,-34.9285,138.6007,1/26/2020,0
South Australia,Australia,-34.9285,138.6007,1/27/2020,0
South Australia,Australia,-34.9285,138.6007,1/28/2020,0
South Australia,Australia,-34.9285,138.6007,1/29/2020,0
South Australia,Australia,-34.9285,138.6007,1/30/2020,0
South Australia,Australia,-34.9285,138.6007,1/31/2020,0
South Australia,Australia,-34.9285,138.6007,2/1/2020,1
South Australia,Australia,-34.9285,138.6007,2/2/2020,2
South Australia,Australia,-34.9285,138.6007,2/3/2020,2
South Australia,Australia,-34.9285,138.6007,2/4/2020,2
South Australia,Australia,-34.9285,138.6007,2/5/2020,2
South Australia,Australia,-34.9285,138.6007,2/6/2020,2
South Australia,Australia,-34.9285,138.6007,2/7/2020,2
South Australia,Australia,-34.9285,138.6007,2/8/2020,2
South Australia,Australia,-34.9285,138.6007,2/9/2020,2
South Australia,Australia,-34.9285,138.6007,2/10/2020,2
South Australia,Australia,-34.9285,138.6007,2/11/2020,2
South Australia,Australia,-34.9285,138.6007,2/12/2020,2
South Australia,Australia,-34.9285,138.6007,2/13/2020,2
South Australia,Australia,-34.9285,138.6007,2/14/2020,2
South Australia,Australia,-34.9285,138.6007,2/15/2020,2
South Australia,Australia,-34.9285,138.6007,2/16/2020,2
South Australia,Australia,-34.9285,138.6007,2/17/2020,2
South Australia,Australia,-34.9285,138.6007,2/18/2020,2
South Australia,Australia,-34.9285,138.6007,2/19/2020,2
South Australia,Australia,-34.9285,138.6007,2/20/2020,2
South Australia,Australia,-34.9285,138.6007,2/21/2020,2
South Australia,Australia,-34.9285,138.6007,2/22/2020,2
South Australia,Australia,-34.9285,138.6007,2/23/2020,2
South Australia,Australia,-34.9285,138.6007,2/24/2020,2
South Australia,Australia,-34.9285,138.6007,2/25/2020,2
South Australia,Australia,-34.9285,138.6007,2/26/2020,2
South Australia,Australia,-34.9285,138.6007,2/27/2020,2
South Australia,Australia,-34.9285,138.6007,2/28/2020,2
South Australia,Australia,-34.9285,138.6007,2/29/2020,3
South Australia,Australia,-34.9285,138.6007,3/1/2020,3
South Australia,Australia,-34.9285,138.6007,3/2/2020,3
South Australia,Australia,-34.9285,138.6007,3/3/2020,3
South Australia,Australia,-34.9285,138.6007,3/4/2020,5
South Australia,Australia,-34.9285,138.6007,3/5/2020,5
South Australia,Australia,-34.9285,138.6007,3/6/2020,7
South Australia,Australia,-34.9285,138.6007,3/7/2020,7
South Australia,Australia,-34.9285,138.6007,3/8/2020,7
South Australia,Australia,-34.9285,138.6007,3/9/2020,7
South Australia,Australia,-34.9285,138.6007,3/10/2020,7
South Australia,Australia,-34.9285,138.6007,3/11/2020,9
South Australia,Australia,-34.9285,138.6007,3/12/2020,9
South Australia,Australia,-34.9285,138.6007,3/13/2020,16
South Australia,Australia,-34.9285,138.6007,3/14/2020,19
South Australia,Australia,-34.9285,138.6007,3/15/2020,20
South Australia,Australia,-34.9285,138.6007,3/16/2020,29
South Australia,Australia,-34.9285,138.6007,3/17/2020,29
South Australia,Australia,-34.9285,138.6007,3/18/2020,37
South Australia,Australia,-34.9285,138.6007,3/19/2020,42
South Australia,Australia,-34.9285,138.6007,3/20/2020,50
South Australia,Australia,-34.9285,138.6007,3/21/2020,67
South Australia,Australia,-34.9285,138.6007,3/22/2020,100
South Australia,Australia,-34.9285,138.6007,3/23/2020,134
South Australia,Australia,-34.9285,138.6007,3/24/2020,170
South Australia,Australia,-34.9285,138.6007,3/25/2020,170
South Australia,Australia,-34.9285,138.6007,3/26/2020,235
South Australia,Australia,-34.9285,138.6007,3/27/2020,257
South Australia,Australia,-34.9285,138.6007,3/28/2020,287
South Australia,Australia,-34.9285,138.6007,3/29/2020,299
South Australia,Australia,-34.9285,138.6007,3/30/2020,305
South Australia,Australia,-34.9285,138.6007,3/31/2020,337
South Australia,Australia,-34.9285,138.6007,4/1/2020,367
South Australia,Australia,-34.9285,138.6007,4/2/2020,367
South Australia,Australia,-34.9285,138.6007,4/3/2020,396
South Australia,Australia,-34.9285,138.6007,4/4/2020,407
South Australia,Australia,-34.9285,138.6007,4/5/2020,407
South Australia,Australia,-34.9285,138.6007,4/6/2020,411
South Australia,Australia,-34.9285,138.6007,4/7/2020,411
South Australia,Australia,-34.9285,138.6007,4/8/2020,415
South Australia,Australia,-34.9285,138.6007,4/9/2020,420
South Australia,Australia,-34.9285,138.6007,4/10/2020,428
South Australia,Australia,-34.9285,138.6007,4/11/2020,429
South Australia,Australia,-34.9285,138.6007,4/12/2020,429
South Australia,Australia,-34.9285,138.6007,4/13/2020,429
South Australia,Australia,-34.9285,138.6007,4/14/2020,433
South Australia,Australia,-34.9285,138.6007,4/15/2020,433
South Australia,Australia,-34.9285,138.6007,4/16/2020,433
South Australia,Australia,-34.9285,138.6007,4/17/2020,435
South Australia,Australia,-34.9285,138.6007,4/18/2020,435
South Australia,Australia,-34.9285,138.6007,4/19/2020,435
South Australia,Australia,-34.9285,138.6007,4/20/2020,435
South Australia,Australia,-34.9285,138.6007,4/21/2020,437
South Australia,Australia,-34.9285,138.6007,4/22/2020,438
South Australia,Australia,-34.9285,138.6007,4/23/2020,438
South Australia,Australia,-34.9285,138.6007,4/24/2020,438
