Province_State,Country_Region,Lat,Long,Population,Date,Vaccinations
Acre,Brazil,,,,5/14/2021,150148
Acre,Brazil,,,,5/15/2021,150148
Acre,Brazil,,,,5/16/2021,150148
Acre,Brazil,,,,5/17/2021,153647
Acre,Brazil,,,,5/18/2021,153647
Acre,Brazil,,,,5/19/2021,153647
Acre,Brazil,,,,5/20/2021,165608
Acre,Brazil,,,,5/21/2021,165608
Acre,Brazil,,,,5/22/2021,171396
Acre,Brazil,,,,5/23/2021,174221
Acre,Brazil,,,,5/24/2021,175067
Acre,Brazil,,,,5/25/2021,178059
Acre,Brazil,,,,5/26/2021,180473
Acre,Brazil,,,,5/27/2021,182447
Acre,Brazil,,,,5/28/2021,189271
Acre,Brazil,,,,5/29/2021,191046
Acre,Brazil,,,,5/30/2021,191729
Acre,Brazil,,,,5/31/2021,194214
Acre,Brazil,,,,6/1/2021,196027
Acre,Brazil,,,,6/2/2021,197742
Acre,Brazil,,,,6/3/2021,198480
Acre,Brazil,,,,6/4/2021,200469
Acre,Brazil,,,,6/5/2021,201079
Acre,Brazil,,,,6/6/2021,201986
Acre,Brazil,,,,6/7/2021,205751
Acre,Brazil,,,,6/8/2021,208637
Acre,Brazil,,,,6/9/2021,212398
Acre,Brazil,,,,6/10/2021,216233
Acre,Brazil,,,,6/11/2021,220186
Acre,Brazil,,,,6/12/2021,221479
Acre,Brazil,,,,6/13/2021,223355
Acre,Brazil,,,,6/14/2021,227329
Acre,Brazil,,,,6/15/2021,229826
Acre,Brazil,,,,6/16/2021,238565
Acre,Brazil,,,,6/17/2021,246796
Acre,Brazil,,,,6/18/2021,255257
Acre,Brazil,,,,6/19/2021,262223
Acre,Brazil,,,,6/20/2021,266101
Acre,Brazil,,,,6/21/2021,275652
Acre,Brazil,,,,6/22/2021,287424
Acre,Brazil,,,,6/23/2021,298452
Acre,Brazil,,,,6/24/2021,304886
Acre,Brazil,,,,6/25/2021,319602
Acre,Brazil,,,,6/26/2021,319602
Acre,Brazil,,,,6/27/2021,322133
Acre,Brazil,,,,6/28/2021,322822
Acre,Brazil,,,,6/29/2021,341514
Acre,Brazil,,,,6/30/2021,341514
Acre,Brazil,,,,7/1/2021,358032
Acre,Brazil,,,,7/2/2021,364773
Acre,Brazil,,,,7/3/2021,364906
Acre,Brazil,,,,7/4/2021,369338
Acre,Brazil,,,,7/5/2021,379766
Acre,Brazil,,,,7/6/2021,388594
Acre,Brazil,,,,7/7/2021,395858
Acre,Brazil,,,,7/8/2021,398544
Acre,Brazil,,,,7/9/2021,404714
Acre,Brazil,,,,7/10/2021,410634
Acre,Brazil,,,,7/11/2021,410634
Acre,Brazil,,,,7/12/2021,418428
Acre,Brazil,,,,7/13/2021,422173
Acre,Brazil,,,,7/14/2021,429421
Acre,Brazil,,,,7/15/2021,433427
Acre,Brazil,,,,7/16/2021,436284
Acre,Brazil,,,,7/17/2021,436712
Acre,Brazil,,,,7/18/2021,436736
Acre,Brazil,,,,7/19/2021,436736
Acre,Brazil,,,,7/20/2021,441742
Acre,Brazil,,,,7/21/2021,453174
Acre,Brazil,,,,7/22/2021,458293
Acre,Brazil,,,,7/23/2021,464395
Acre,Brazil,,,,7/24/2021,467400
Acre,Brazil,,,,7/25/2021,468537
Acre,Brazil,,,,7/26/2021,476517
Acre,Brazil,,,,7/27/2021,486920
Acre,Brazil,,,,7/28/2021,492268
Acre,Brazil,,,,7/29/2021,503043
Acre,Brazil,,,,7/30/2021,503589
Acre,Brazil,,,,7/31/2021,511105
Acre,Brazil,,,,8/1/2021,512974
Acre,Brazil,,,,8/2/2021,512974
Acre,Brazil,,,,8/3/2021,531258
Acre,Brazil,,,,8/4/2021,537781
Acre,Brazil,,,,8/5/2021,543980
Acre,Brazil,,,,8/6/2021,546337
Acre,Brazil,,,,8/7/2021,546337
Acre,Brazil,,,,8/8/2021,549091
Acre,Brazil,,,,8/9/2021,549091
Acre,Brazil,,,,8/10/2021,561015
Acre,Brazil,,,,8/11/2021,570566
Acre,Brazil,,,,8/12/2021,579548
Acre,Brazil,,,,8/13/2021,579548
Acre,Brazil,,,,8/14/2021,581084
Acre,Brazil,,,,8/15/2021,581084
Acre,Brazil,,,,8/16/2021,597674
Acre,Brazil,,,,8/17/2021,597674
Acre,Brazil,,,,8/18/2021,597674
Acre,Brazil,,,,8/19/2021,620392
Acre,Brazil,,,,8/20/2021,628286
Acre,Brazil,,,,8/21/2021,628286
Acre,Brazil,,,,8/22/2021,631365
Acre,Brazil,,,,8/23/2021,637862
Acre,Brazil,,,,8/24/2021,637862
Acre,Brazil,,,,8/25/2021,651575
Acre,Brazil,,,,8/26/2021,657729
Acre,Brazil,,,,8/27/2021,657729
Acre,Brazil,,,,8/28/2021,662965
Acre,Brazil,,,,8/29/2021,663516
Acre,Brazil,,,,8/30/2021,671500
Acre,Brazil,,,,8/31/2021,679451
Acre,Brazil,,,,9/1/2021,685607
Acre,Brazil,,,,9/2/2021,685607
Acre,Brazil,,,,9/3/2021,698239
Acre,Brazil,,,,9/4/2021,698957
Acre,Brazil,,,,9/5/2021,699877
Acre,Brazil,,,,9/6/2021,702677
Acre,Brazil,,,,9/7/2021,702677
Acre,Brazil,,,,9/8/2021,709830
Acre,Brazil,,,,9/9/2021,716061
Acre,Brazil,,,,9/10/2021,723632
Acre,Brazil,,,,9/11/2021,726212
Acre,Brazil,,,,9/12/2021,727789
Acre,Brazil,,,,9/13/2021,735632
Acre,Brazil,,,,9/14/2021,743005
Acre,Brazil,,,,9/15/2021,743565
Acre,Brazil,,,,9/16/2021,743565
Acre,Brazil,,,,9/17/2021,755372
Acre,Brazil,,,,9/18/2021,761389
Acre,Brazil,,,,9/19/2021,762559
Acre,Brazil,,,,9/20/2021,762559
Acre,Brazil,,,,9/21/2021,768316
Acre,Brazil,,,,9/22/2021,773503
Alagoas,Brazil,,,,5/14/2021,760192
Alagoas,Brazil,,,,5/15/2021,773477
Alagoas,Brazil,,,,5/16/2021,786137
Alagoas,Brazil,,,,5/17/2021,798364
Alagoas,Brazil,,,,5/18/2021,810931
Alagoas,Brazil,,,,5/19/2021,828275
Alagoas,Brazil,,,,5/20/2021,850419
Alagoas,Brazil,,,,5/21/2021,860738
Alagoas,Brazil,,,,5/22/2021,869022
Alagoas,Brazil,,,,5/23/2021,879429
Alagoas,Brazil,,,,5/24/2021,885230
Alagoas,Brazil,,,,5/25/2021,902726
Alagoas,Brazil,,,,5/26/2021,918024
Alagoas,Brazil,,,,5/27/2021,935915
Alagoas,Brazil,,,,5/28/2021,956512
Alagoas,Brazil,,,,5/29/2021,963083
Alagoas,Brazil,,,,5/30/2021,968300
Alagoas,Brazil,,,,5/31/2021,981626
Alagoas,Brazil,,,,6/1/2021,992948
Alagoas,Brazil,,,,6/2/2021,1007589
Alagoas,Brazil,,,,6/3/2021,1017318
Alagoas,Brazil,,,,6/4/2021,1030636
Alagoas,Brazil,,,,6/5/2021,1043230
Alagoas,Brazil,,,,6/6/2021,1048170
Alagoas,Brazil,,,,6/7/2021,1059488
Alagoas,Brazil,,,,6/8/2021,1070029
Alagoas,Brazil,,,,6/9/2021,1081022
Alagoas,Brazil,,,,6/10/2021,1098101
Alagoas,Brazil,,,,6/11/2021,1112677
Alagoas,Brazil,,,,6/12/2021,1121554
Alagoas,Brazil,,,,6/13/2021,1125411
Alagoas,Brazil,,,,6/14/2021,1137729
Alagoas,Brazil,,,,6/15/2021,1149251
Alagoas,Brazil,,,,6/16/2021,1164374
Alagoas,Brazil,,,,6/17/2021,1180462
Alagoas,Brazil,,,,6/18/2021,1192825
Alagoas,Brazil,,,,6/19/2021,1204041
Alagoas,Brazil,,,,6/20/2021,1211821
Alagoas,Brazil,,,,6/21/2021,1224697
Alagoas,Brazil,,,,6/22/2021,1241548
Alagoas,Brazil,,,,6/23/2021,1258399
Alagoas,Brazil,,,,6/24/2021,1266234
Alagoas,Brazil,,,,6/25/2021,1304044
Alagoas,Brazil,,,,6/26/2021,1304044
Alagoas,Brazil,,,,6/27/2021,1329646
Alagoas,Brazil,,,,6/28/2021,1333580
Alagoas,Brazil,,,,6/29/2021,1360067
Alagoas,Brazil,,,,6/30/2021,1360067
Alagoas,Brazil,,,,7/1/2021,1398695
Alagoas,Brazil,,,,7/2/2021,1420823
Alagoas,Brazil,,,,7/3/2021,1421213
Alagoas,Brazil,,,,7/4/2021,1446061
Alagoas,Brazil,,,,7/5/2021,1469629
Alagoas,Brazil,,,,7/6/2021,1493715
Alagoas,Brazil,,,,7/7/2021,1517011
Alagoas,Brazil,,,,7/8/2021,1525076
Alagoas,Brazil,,,,7/9/2021,1534723
Alagoas,Brazil,,,,7/10/2021,1559417
Alagoas,Brazil,,,,7/11/2021,1559417
Alagoas,Brazil,,,,7/12/2021,1580155
Alagoas,Brazil,,,,7/13/2021,1593051
Alagoas,Brazil,,,,7/14/2021,1606996
Alagoas,Brazil,,,,7/15/2021,1617311
Alagoas,Brazil,,,,7/16/2021,1628291
Alagoas,Brazil,,,,7/17/2021,1637864
Alagoas,Brazil,,,,7/18/2021,1640525
Alagoas,Brazil,,,,7/19/2021,1640580
Alagoas,Brazil,,,,7/20/2021,1652165
Alagoas,Brazil,,,,7/21/2021,1673611
Alagoas,Brazil,,,,7/22/2021,1695098
Alagoas,Brazil,,,,7/23/2021,1714507
Alagoas,Brazil,,,,7/24/2021,1724923
Alagoas,Brazil,,,,7/25/2021,1729207
Alagoas,Brazil,,,,7/26/2021,1744653
Alagoas,Brazil,,,,7/27/2021,1761107
Alagoas,Brazil,,,,7/28/2021,1770997
Alagoas,Brazil,,,,7/29/2021,1807193
Alagoas,Brazil,,,,7/30/2021,1811830
Alagoas,Brazil,,,,7/31/2021,1850903
Alagoas,Brazil,,,,8/1/2021,1856939
Alagoas,Brazil,,,,8/2/2021,1856939
Alagoas,Brazil,,,,8/3/2021,1910986
Alagoas,Brazil,,,,8/4/2021,1937225
Alagoas,Brazil,,,,8/5/2021,1962401
Alagoas,Brazil,,,,8/6/2021,1989031
Alagoas,Brazil,,,,8/7/2021,1989031
Alagoas,Brazil,,,,8/8/2021,2007835
Alagoas,Brazil,,,,8/9/2021,2007835
Alagoas,Brazil,,,,8/10/2021,2061789
Alagoas,Brazil,,,,8/11/2021,2097687
Alagoas,Brazil,,,,8/12/2021,2135661
Alagoas,Brazil,,,,8/13/2021,2135661
Alagoas,Brazil,,,,8/14/2021,2145204
Alagoas,Brazil,,,,8/15/2021,2145204
Alagoas,Brazil,,,,8/16/2021,2241864
Alagoas,Brazil,,,,8/17/2021,2241864
Alagoas,Brazil,,,,8/18/2021,2241864
Alagoas,Brazil,,,,8/19/2021,2323429
Alagoas,Brazil,,,,8/20/2021,2353112
Alagoas,Brazil,,,,8/21/2021,2353112
Alagoas,Brazil,,,,8/22/2021,2388258
Alagoas,Brazil,,,,8/23/2021,2418602
Alagoas,Brazil,,,,8/24/2021,2418602
Alagoas,Brazil,,,,8/25/2021,2482575
Alagoas,Brazil,,,,8/26/2021,2517378
Alagoas,Brazil,,,,8/27/2021,2517378
Alagoas,Brazil,,,,8/28/2021,2545949
Alagoas,Brazil,,,,8/29/2021,2568033
Alagoas,Brazil,,,,8/30/2021,2608007
Alagoas,Brazil,,,,8/31/2021,2635862
Alagoas,Brazil,,,,9/1/2021,2654846
Alagoas,Brazil,,,,9/2/2021,2654846
Alagoas,Brazil,,,,9/3/2021,2705209
Alagoas,Brazil,,,,9/4/2021,2720674
Alagoas,Brazil,,,,9/5/2021,2727495
Alagoas,Brazil,,,,9/6/2021,2746263
Alagoas,Brazil,,,,9/7/2021,2746263
Alagoas,Brazil,,,,9/8/2021,2778376
Alagoas,Brazil,,,,9/9/2021,2806280
Alagoas,Brazil,,,,9/10/2021,2834009
Alagoas,Brazil,,,,9/11/2021,2851408
Alagoas,Brazil,,,,9/12/2021,2856643
Alagoas,Brazil,,,,9/13/2021,2882005
Alagoas,Brazil,,,,9/14/2021,2910153
Alagoas,Brazil,,,,9/15/2021,2912778
Alagoas,Brazil,,,,9/16/2021,2912778
Alagoas,Brazil,,,,9/17/2021,2951191
Alagoas,Brazil,,,,9/18/2021,2980720
Alagoas,Brazil,,,,9/19/2021,2990045
Alagoas,Brazil,,,,9/20/2021,2990045
Alagoas,Brazil,,,,9/21/2021,3013420
Alagoas,Brazil,,,,9/22/2021,3037057
Amapa,Brazil,,,,5/14/2021,149000
Amapa,Brazil,,,,5/15/2021,151758
Amapa,Brazil,,,,5/16/2021,153481
Amapa,Brazil,,,,5/17/2021,153999
Amapa,Brazil,,,,5/18/2021,159686
Amapa,Brazil,,,,5/19/2021,161927
Amapa,Brazil,,,,5/20/2021,165374
Amapa,Brazil,,,,5/21/2021,168305
Amapa,Brazil,,,,5/22/2021,170286
Amapa,Brazil,,,,5/23/2021,171062
Amapa,Brazil,,,,5/24/2021,171148
Amapa,Brazil,,,,5/25/2021,173733
Amapa,Brazil,,,,5/26/2021,176232
Amapa,Brazil,,,,5/27/2021,179981
Amapa,Brazil,,,,5/28/2021,182282
Amapa,Brazil,,,,5/29/2021,182302
Amapa,Brazil,,,,5/30/2021,182471
Amapa,Brazil,,,,5/31/2021,183630
Amapa,Brazil,,,,6/1/2021,184801
Amapa,Brazil,,,,6/2/2021,187547
Amapa,Brazil,,,,6/3/2021,187807
Amapa,Brazil,,,,6/4/2021,190916
Amapa,Brazil,,,,6/5/2021,192022
Amapa,Brazil,,,,6/6/2021,192111
Amapa,Brazil,,,,6/7/2021,195192
Amapa,Brazil,,,,6/8/2021,197855
Amapa,Brazil,,,,6/9/2021,201146
Amapa,Brazil,,,,6/10/2021,204208
Amapa,Brazil,,,,6/11/2021,206822
Amapa,Brazil,,,,6/12/2021,208352
Amapa,Brazil,,,,6/13/2021,208429
Amapa,Brazil,,,,6/14/2021,212622
Amapa,Brazil,,,,6/15/2021,215174
Amapa,Brazil,,,,6/16/2021,220464
Amapa,Brazil,,,,6/17/2021,224097
Amapa,Brazil,,,,6/18/2021,229555
Amapa,Brazil,,,,6/19/2021,231376
Amapa,Brazil,,,,6/20/2021,231597
Amapa,Brazil,,,,6/21/2021,235921
Amapa,Brazil,,,,6/22/2021,239508
Amapa,Brazil,,,,6/23/2021,243566
Amapa,Brazil,,,,6/24/2021,247808
Amapa,Brazil,,,,6/25/2021,253145
Amapa,Brazil,,,,6/26/2021,253145
Amapa,Brazil,,,,6/27/2021,254321
Amapa,Brazil,,,,6/28/2021,255128
Amapa,Brazil,,,,6/29/2021,261743
Amapa,Brazil,,,,6/30/2021,261743
Amapa,Brazil,,,,7/1/2021,268401
Amapa,Brazil,,,,7/2/2021,271689
Amapa,Brazil,,,,7/3/2021,271691
Amapa,Brazil,,,,7/4/2021,272484
Amapa,Brazil,,,,7/5/2021,276454
Amapa,Brazil,,,,7/6/2021,280352
Amapa,Brazil,,,,7/7/2021,286543
Amapa,Brazil,,,,7/8/2021,289993
Amapa,Brazil,,,,7/9/2021,291566
Amapa,Brazil,,,,7/10/2021,298338
Amapa,Brazil,,,,7/11/2021,298338
Amapa,Brazil,,,,7/12/2021,303325
Amapa,Brazil,,,,7/13/2021,308783
Amapa,Brazil,,,,7/14/2021,316572
Amapa,Brazil,,,,7/15/2021,323542
Amapa,Brazil,,,,7/16/2021,329476
Amapa,Brazil,,,,7/17/2021,330469
Amapa,Brazil,,,,7/18/2021,331602
Amapa,Brazil,,,,7/19/2021,331613
Amapa,Brazil,,,,7/20/2021,336943
Amapa,Brazil,,,,7/21/2021,343897
Amapa,Brazil,,,,7/22/2021,351181
Amapa,Brazil,,,,7/23/2021,357077
Amapa,Brazil,,,,7/24/2021,357946
Amapa,Brazil,,,,7/25/2021,358131
Amapa,Brazil,,,,7/26/2021,362160
Amapa,Brazil,,,,7/27/2021,369516
Amapa,Brazil,,,,7/28/2021,372783
Amapa,Brazil,,,,7/29/2021,382791
Amapa,Brazil,,,,7/30/2021,384705
Amapa,Brazil,,,,7/31/2021,390841
Amapa,Brazil,,,,8/1/2021,390841
Amapa,Brazil,,,,8/2/2021,390841
Amapa,Brazil,,,,8/3/2021,402347
Amapa,Brazil,,,,8/4/2021,408852
Amapa,Brazil,,,,8/5/2021,414649
Amapa,Brazil,,,,8/6/2021,419783
Amapa,Brazil,,,,8/7/2021,419783
Amapa,Brazil,,,,8/8/2021,420787
Amapa,Brazil,,,,8/9/2021,420787
Amapa,Brazil,,,,8/10/2021,427677
Amapa,Brazil,,,,8/11/2021,437393
Amapa,Brazil,,,,8/12/2021,447919
Amapa,Brazil,,,,8/13/2021,447919
Amapa,Brazil,,,,8/14/2021,452133
Amapa,Brazil,,,,8/15/2021,452133
Amapa,Brazil,,,,8/16/2021,469754
Amapa,Brazil,,,,8/17/2021,469754
Amapa,Brazil,,,,8/18/2021,469754
Amapa,Brazil,,,,8/19/2021,485615
Amapa,Brazil,,,,8/20/2021,492486
Amapa,Brazil,,,,8/21/2021,492486
Amapa,Brazil,,,,8/22/2021,498285
Amapa,Brazil,,,,8/23/2021,504381
Amapa,Brazil,,,,8/24/2021,504381
Amapa,Brazil,,,,8/25/2021,517546
Amapa,Brazil,,,,8/26/2021,525258
Amapa,Brazil,,,,8/27/2021,525258
Amapa,Brazil,,,,8/28/2021,528080
Amapa,Brazil,,,,8/29/2021,528887
Amapa,Brazil,,,,8/30/2021,536539
Amapa,Brazil,,,,8/31/2021,543885
Amapa,Brazil,,,,9/1/2021,550634
Amapa,Brazil,,,,9/2/2021,550634
Amapa,Brazil,,,,9/3/2021,564637
Amapa,Brazil,,,,9/4/2021,565183
Amapa,Brazil,,,,9/5/2021,565319
Amapa,Brazil,,,,9/6/2021,571491
Amapa,Brazil,,,,9/7/2021,571491
Amapa,Brazil,,,,9/8/2021,578809
Amapa,Brazil,,,,9/9/2021,583486
Amapa,Brazil,,,,9/10/2021,587043
Amapa,Brazil,,,,9/11/2021,587376
Amapa,Brazil,,,,9/12/2021,587582
Amapa,Brazil,,,,9/13/2021,587774
Amapa,Brazil,,,,9/14/2021,593516
Amapa,Brazil,,,,9/15/2021,595231
Amapa,Brazil,,,,9/16/2021,595231
Amapa,Brazil,,,,9/17/2021,608010
Amapa,Brazil,,,,9/18/2021,613671
Amapa,Brazil,,,,9/19/2021,614790
Amapa,Brazil,,,,9/20/2021,614790
Amapa,Brazil,,,,9/21/2021,621656
Amapa,Brazil,,,,9/22/2021,627753
Amazonas,Brazil,,,,5/14/2021,1020185
Amazonas,Brazil,,,,5/15/2021,1036869
Amazonas,Brazil,,,,5/16/2021,1041111
Amazonas,Brazil,,,,5/17/2021,1056727
Amazonas,Brazil,,,,5/18/2021,1069289
Amazonas,Brazil,,,,5/19/2021,1084463
Amazonas,Brazil,,,,5/20/2021,1096097
Amazonas,Brazil,,,,5/21/2021,1114826
Amazonas,Brazil,,,,5/22/2021,1140203
Amazonas,Brazil,,,,5/23/2021,1142930
Amazonas,Brazil,,,,5/24/2021,1154557
Amazonas,Brazil,,,,5/25/2021,1173079
Amazonas,Brazil,,,,5/26/2021,1184279
Amazonas,Brazil,,,,5/27/2021,1198890
Amazonas,Brazil,,,,5/28/2021,1059187
Amazonas,Brazil,,,,5/29/2021,1060980
Amazonas,Brazil,,,,5/30/2021,1061749
Amazonas,Brazil,,,,5/31/2021,1079155
Amazonas,Brazil,,,,6/1/2021,1082936
Amazonas,Brazil,,,,6/2/2021,1099343
Amazonas,Brazil,,,,6/3/2021,1111131
Amazonas,Brazil,,,,6/4/2021,1126336
Amazonas,Brazil,,,,6/5/2021,1126715
Amazonas,Brazil,,,,6/6/2021,1144780
Amazonas,Brazil,,,,6/7/2021,1148886
Amazonas,Brazil,,,,6/8/2021,1154326
Amazonas,Brazil,,,,6/9/2021,1174736
Amazonas,Brazil,,,,6/10/2021,1183372
Amazonas,Brazil,,,,6/11/2021,1203317
Amazonas,Brazil,,,,6/12/2021,1206884
Amazonas,Brazil,,,,6/13/2021,1209734
Amazonas,Brazil,,,,6/14/2021,1222361
Amazonas,Brazil,,,,6/15/2021,1316496
Amazonas,Brazil,,,,6/16/2021,1342694
Amazonas,Brazil,,,,6/17/2021,1361142
Amazonas,Brazil,,,,6/18/2021,1407193
Amazonas,Brazil,,,,6/19/2021,1463418
Amazonas,Brazil,,,,6/20/2021,1491090
Amazonas,Brazil,,,,6/21/2021,1521897
Amazonas,Brazil,,,,6/22/2021,1557352
Amazonas,Brazil,,,,6/23/2021,1591441
Amazonas,Brazil,,,,6/24/2021,1600623
Amazonas,Brazil,,,,6/25/2021,1624176
Amazonas,Brazil,,,,6/26/2021,1624176
Amazonas,Brazil,,,,6/27/2021,1640323
Amazonas,Brazil,,,,6/28/2021,1654499
Amazonas,Brazil,,,,6/29/2021,1680806
Amazonas,Brazil,,,,6/30/2021,1680806
Amazonas,Brazil,,,,7/1/2021,1761895
Amazonas,Brazil,,,,7/2/2021,1773197
Amazonas,Brazil,,,,7/3/2021,1773255
Amazonas,Brazil,,,,7/4/2021,1880613
Amazonas,Brazil,,,,7/5/2021,1888346
Amazonas,Brazil,,,,7/6/2021,1898117
Amazonas,Brazil,,,,7/7/2021,1921304
Amazonas,Brazil,,,,7/8/2021,1943496
Amazonas,Brazil,,,,7/9/2021,1950486
Amazonas,Brazil,,,,7/10/2021,1990587
Amazonas,Brazil,,,,7/11/2021,1990587
Amazonas,Brazil,,,,7/12/2021,2042715
Amazonas,Brazil,,,,7/13/2021,2050039
Amazonas,Brazil,,,,7/14/2021,2061379
Amazonas,Brazil,,,,7/15/2021,2068873
Amazonas,Brazil,,,,7/16/2021,2077220
Amazonas,Brazil,,,,7/17/2021,2080605
Amazonas,Brazil,,,,7/18/2021,2120338
Amazonas,Brazil,,,,7/19/2021,2120384
Amazonas,Brazil,,,,7/20/2021,2132024
Amazonas,Brazil,,,,7/21/2021,2166562
Amazonas,Brazil,,,,7/22/2021,2177144
Amazonas,Brazil,,,,7/23/2021,2226255
Amazonas,Brazil,,,,7/24/2021,2230587
Amazonas,Brazil,,,,7/25/2021,2275968
Amazonas,Brazil,,,,7/26/2021,2285099
Amazonas,Brazil,,,,7/27/2021,2295151
Amazonas,Brazil,,,,7/28/2021,2314284
Amazonas,Brazil,,,,7/29/2021,2331247
Amazonas,Brazil,,,,7/30/2021,2332657
Amazonas,Brazil,,,,7/31/2021,2367513
Amazonas,Brazil,,,,8/1/2021,2376538
Amazonas,Brazil,,,,8/2/2021,2376538
Amazonas,Brazil,,,,8/3/2021,2401276
Amazonas,Brazil,,,,8/4/2021,2413674
Amazonas,Brazil,,,,8/5/2021,2440968
Amazonas,Brazil,,,,8/6/2021,2448582
Amazonas,Brazil,,,,8/7/2021,2448582
Amazonas,Brazil,,,,8/8/2021,2468277
Amazonas,Brazil,,,,8/9/2021,2468277
Amazonas,Brazil,,,,8/10/2021,2501237
Amazonas,Brazil,,,,8/11/2021,2519617
Amazonas,Brazil,,,,8/12/2021,2529085
Amazonas,Brazil,,,,8/13/2021,2529085
Amazonas,Brazil,,,,8/14/2021,2555260
Amazonas,Brazil,,,,8/15/2021,2555260
Amazonas,Brazil,,,,8/16/2021,2582320
Amazonas,Brazil,,,,8/17/2021,2582320
Amazonas,Brazil,,,,8/18/2021,2582320
Amazonas,Brazil,,,,8/19/2021,2714777
Amazonas,Brazil,,,,8/20/2021,2723150
Amazonas,Brazil,,,,8/21/2021,2723150
Amazonas,Brazil,,,,8/22/2021,2758605
Amazonas,Brazil,,,,8/23/2021,2765705
Amazonas,Brazil,,,,8/24/2021,2765705
Amazonas,Brazil,,,,8/25/2021,2820507
Amazonas,Brazil,,,,8/26/2021,2831165
Amazonas,Brazil,,,,8/27/2021,2831165
Amazonas,Brazil,,,,8/28/2021,2913582
Amazonas,Brazil,,,,8/29/2021,2915745
Amazonas,Brazil,,,,8/30/2021,2942641
Amazonas,Brazil,,,,8/31/2021,2950572
Amazonas,Brazil,,,,9/1/2021,3044634
Amazonas,Brazil,,,,9/2/2021,3044634
Amazonas,Brazil,,,,9/3/2021,3125230
Amazonas,Brazil,,,,9/4/2021,3144043
Amazonas,Brazil,,,,9/5/2021,3149046
Amazonas,Brazil,,,,9/6/2021,3158337
Amazonas,Brazil,,,,9/7/2021,3158337
Amazonas,Brazil,,,,9/8/2021,3178320
Amazonas,Brazil,,,,9/9/2021,3191932
Amazonas,Brazil,,,,9/10/2021,3205805
Amazonas,Brazil,,,,9/11/2021,3211201
Amazonas,Brazil,,,,9/12/2021,3236501
Amazonas,Brazil,,,,9/13/2021,3331510
Amazonas,Brazil,,,,9/14/2021,3347035
Amazonas,Brazil,,,,9/15/2021,3349476
Amazonas,Brazil,,,,9/16/2021,3349476
Amazonas,Brazil,,,,9/17/2021,3435300
Amazonas,Brazil,,,,9/18/2021,3450470
Amazonas,Brazil,,,,9/19/2021,3452135
Amazonas,Brazil,,,,9/20/2021,3452135
Amazonas,Brazil,,,,9/21/2021,3531994
Amazonas,Brazil,,,,9/22/2021,3545186
Bahia,Brazil,,,,5/14/2021,4246023
Bahia,Brazil,,,,5/15/2021,4275073
Bahia,Brazil,,,,5/16/2021,4331920
Bahia,Brazil,,,,5/17/2021,4360343
Bahia,Brazil,,,,5/18/2021,4411097
Bahia,Brazil,,,,5/19/2021,4449424
Bahia,Brazil,,,,5/20/2021,4506730
Bahia,Brazil,,,,5/21/2021,4558395
Bahia,Brazil,,,,5/22/2021,4577327
Bahia,Brazil,,,,5/23/2021,4585382
Bahia,Brazil,,,,5/24/2021,4637123
Bahia,Brazil,,,,5/25/2021,4670158
Bahia,Brazil,,,,5/26/2021,4711088
Bahia,Brazil,,,,5/27/2021,4754136
Bahia,Brazil,,,,5/28/2021,4289787
Bahia,Brazil,,,,5/29/2021,4301242
Bahia,Brazil,,,,5/30/2021,4306121
Bahia,Brazil,,,,5/31/2021,4343719
Bahia,Brazil,,,,6/1/2021,4383237
Bahia,Brazil,,,,6/2/2021,4431868
Bahia,Brazil,,,,6/3/2021,4460202
Bahia,Brazil,,,,6/4/2021,4519337
Bahia,Brazil,,,,6/5/2021,4545280
Bahia,Brazil,,,,6/6/2021,4551976
Bahia,Brazil,,,,6/7/2021,4615538
Bahia,Brazil,,,,6/8/2021,4688059
Bahia,Brazil,,,,6/9/2021,4751235
Bahia,Brazil,,,,6/10/2021,4819108
Bahia,Brazil,,,,6/11/2021,4886665
Bahia,Brazil,,,,6/12/2021,4915427
Bahia,Brazil,,,,6/13/2021,4929793
Bahia,Brazil,,,,6/14/2021,4987353
Bahia,Brazil,,,,6/15/2021,5033393
Bahia,Brazil,,,,6/16/2021,5161080
Bahia,Brazil,,,,6/17/2021,5222328
Bahia,Brazil,,,,6/18/2021,5295279
Bahia,Brazil,,,,6/19/2021,5318893
Bahia,Brazil,,,,6/20/2021,5337088
Bahia,Brazil,,,,6/21/2021,5419555
Bahia,Brazil,,,,6/22/2021,5496571
Bahia,Brazil,,,,6/23/2021,5548969
Bahia,Brazil,,,,6/24/2021,5559404
Bahia,Brazil,,,,6/25/2021,5696567
Bahia,Brazil,,,,6/26/2021,5696567
Bahia,Brazil,,,,6/27/2021,5762714
Bahia,Brazil,,,,6/28/2021,5776530
Bahia,Brazil,,,,6/29/2021,5922697
Bahia,Brazil,,,,6/30/2021,5922697
Bahia,Brazil,,,,7/1/2021,6114052
Bahia,Brazil,,,,7/2/2021,6151369
Bahia,Brazil,,,,7/3/2021,6152177
Bahia,Brazil,,,,7/4/2021,6200479
Bahia,Brazil,,,,7/5/2021,6291398
Bahia,Brazil,,,,7/6/2021,6370786
Bahia,Brazil,,,,7/7/2021,6455104
Bahia,Brazil,,,,7/8/2021,6492131
Bahia,Brazil,,,,7/9/2021,6468005
Bahia,Brazil,,,,7/10/2021,6544989
Bahia,Brazil,,,,7/11/2021,6544989
Bahia,Brazil,,,,7/12/2021,6646301
