Country_Region,Lat,Long,Population,Date,Vaccinations
Belarus,53.7098,27.9534,9449321,8/19/2021,2684863
Belarus,53.7098,27.9534,9449321,8/20/2021,2684863
Belarus,53.7098,27.9534,9449321,8/21/2021,2684863
Belarus,53.7098,27.9534,9449321,8/22/2021,2684863
Belarus,53.7098,27.9534,9449321,8/23/2021,2684863
Belarus,53.7098,27.9534,9449321,8/24/2021,2684863
Belarus,53.7098,27.9534,9449321,8/25/2021,2684863
Belarus,53.7098,27.9534,9449321,8/26/2021,2684863
Belarus,53.7098,27.9534,9449321,8/27/2021,2684863
Belarus,53.7098,27.9534,9449321,8/28/2021,2684863
Belarus,53.7098,27.9534,9449321,8/29/2021,2833242
Belarus,53.7098,27.9534,9449321,8/30/2021,2833242
Belarus,53.7098,27.9534,9449321,8/31/2021,2833242
Belarus,53.7098,27.9534,9449321,9/1/2021,2963378
Belarus,53.7098,27.9534,9449321,9/2/2021,2963378
Belarus,53.7098,27.9534,9449321,9/3/2021,2963378
Belarus,53.7098,27.9534,9449321,9/4/2021,2963378
Belarus,53.7098,27.9534,9449321,9/5/2021,2963378
Belarus,53.7098,27.9534,9449321,9/6/2021,2963378
Belarus,53.7098,27.9534,9449321,9/7/2021,2963378
Belarus,53.7098,27.9534,9449321,9/8/2021,2963378
Belarus,53.7098,27.9534,9449321,9/9/2021,3085256
Belarus,53.7098,27.9534,9449321,9/10/2021,3085256
Belarus,53.7098,27.9534,9449321,9/11/2021,3085256
Belarus,53.7098,27.9534,9449321,9/12/2021,3085256
Belarus,53.7098,27.9534,9449321,9/13/2021,3085256
Belarus,53.7098,27.9534,9449321,9/14/2021,3085256
Belarus,53.7098,27.9534,9449321,9/15/2021,3085256
Belarus,53.7098,27.9534,9449321,9/16/2021,3206505
Belarus,53.7098,27.9534,9449321,9/17/2021,3206505
Belarus,53.7098,27.9534,9449321,9/18/2021,3206505
Belarus,53.7098,27.9534,9449321,9/19/2021,3206505
Belarus,53.7098,27.9534,9449321,9/20/2021,3206505
Belarus,53.7098,27.9534,9449321,9/21/2021,3206505
Belarus,53.7098,27.9534,9449321,9/22/2021,3206505
Belgium,50.8333,4.4699,11589616,12/12/2020,0
Belgium,50.8333,4.4699,11589616,12/13/2020,0
Belgium,50.8333,4.4699,11589616,12/14/2020,0
Belgium,50.8333,4.4699,11589616,12/15/2020,0
Belgium,50.8333,4.4699,11589616,12/16/2020,0
Belgium,50.8333,4.4699,11589616,12/17/2020,0
Belgium,50.8333,4.4699,11589616,12/18/2020,0
Belgium,50.8333,4.4699,11589616,12/19/2020,0
Belgium,50.8333,4.4699,11589616,12/20/2020,0
Belgium,50.8333,4.4699,11589616,12/21/2020,0
Belgium,50.8333,4.4699,11589616,12/22/2020,0
Belgium,50.8333,4.4699,11589616,12/23/2020,0
Belgium,50.8333,4.4699,11589616,12/24/2020,0
Belgium,50.8333,4.4699,11589616,12/25/2020,0
Belgium,50.8333,4.4699,11589616,12/26/2020,0
Belgium,50.8333,4.4699,11589616,12/27/2020,298
Belgium,50.8333,4.4699,11589616,12/28/2020,299
Belgium,50.8333,4.4699,11589616,12/29/2020,778
Belgium,50.8333,4.4699,11589616,12/30/2020,787
Belgium,50.8333,4.4699,11589616,12/31/2020,794
Belgium,50.8333,4.4699,11589616,1/1/2021,794
Belgium,50.8333,4.4699,11589616,1/2/2021,794
Belgium,50.8333,4.4699,11589616,1/3/2021,795
Belgium,50.8333,4.4699,11589616,1/4/2021,2354
Belgium,50.8333,4.4699,11589616,1/5/2021,6218
Belgium,50.8333,4.4699,11589616,1/6/2021,14340
Belgium,50.8333,4.4699,11589616,1/7/2021,23484
Belgium,50.8333,4.4699,11589616,1/8/2021,26671
Belgium,50.8333,4.4699,11589616,1/9/2021,27067
Belgium,50.8333,4.4699,11589616,1/10/2021,32518
Belgium,50.8333,4.4699,11589616,1/11/2021,47987
Belgium,50.8333,4.4699,11589616,1/12/2021,68578
Belgium,50.8333,4.4699,11589616,1/13/2021,91122
Belgium,50.8333,4.4699,11589616,1/14/2021,113580
Belgium,50.8333,4.4699,11589616,1/15/2021,118563
Belgium,50.8333,4.4699,11589616,1/16/2021,121847
Belgium,50.8333,4.4699,11589616,1/17/2021,132119
Belgium,50.8333,4.4699,11589616,1/18/2021,150657
Belgium,50.8333,4.4699,11589616,1/19/2021,170936
Belgium,50.8333,4.4699,11589616,1/20/2021,200335
Belgium,50.8333,4.4699,11589616,1/21/2021,229010
Belgium,50.8333,4.4699,11589616,1/22/2021,236803
Belgium,50.8333,4.4699,11589616,1/23/2021,244683
Belgium,50.8333,4.4699,11589616,1/24/2021,249150
Belgium,50.8333,4.4699,11589616,1/25/2021,260607
Belgium,50.8333,4.4699,11589616,1/26/2021,276515
Belgium,50.8333,4.4699,11589616,1/27/2021,297615
Belgium,50.8333,4.4699,11589616,1/28/2021,315956
Belgium,50.8333,4.4699,11589616,1/29/2021,331111
Belgium,50.8333,4.4699,11589616,1/30/2021,335576
Belgium,50.8333,4.4699,11589616,1/31/2021,336480
Belgium,50.8333,4.4699,11589616,2/1/2021,348281
Belgium,50.8333,4.4699,11589616,2/2/2021,372687
Belgium,50.8333,4.4699,11589616,2/3/2021,398774
Belgium,50.8333,4.4699,11589616,2/4/2021,432605
Belgium,50.8333,4.4699,11589616,2/5/2021,463234
Belgium,50.8333,4.4699,11589616,2/6/2021,469708
Belgium,50.8333,4.4699,11589616,2/7/2021,473085
Belgium,50.8333,4.4699,11589616,2/8/2021,483169
Belgium,50.8333,4.4699,11589616,2/9/2021,510757
Belgium,50.8333,4.4699,11589616,2/10/2021,536070
Belgium,50.8333,4.4699,11589616,2/11/2021,572227
Belgium,50.8333,4.4699,11589616,2/12/2021,606549
Belgium,50.8333,4.4699,11589616,2/13/2021,615147
Belgium,50.8333,4.4699,11589616,2/14/2021,617063
Belgium,50.8333,4.4699,11589616,2/15/2021,630689
Belgium,50.8333,4.4699,11589616,2/16/2021,645149
Belgium,50.8333,4.4699,11589616,2/17/2021,664819
Belgium,50.8333,4.4699,11589616,2/18/2021,692575
Belgium,50.8333,4.4699,11589616,2/19/2021,723221
Belgium,50.8333,4.4699,11589616,2/20/2021,729143
Belgium,50.8333,4.4699,11589616,2/21/2021,731295
Belgium,50.8333,4.4699,11589616,2/22/2021,743831
Belgium,50.8333,4.4699,11589616,2/23/2021,763689
Belgium,50.8333,4.4699,11589616,2/24/2021,786694
Belgium,50.8333,4.4699,11589616,2/25/2021,818211
Belgium,50.8333,4.4699,11589616,2/26/2021,849878
Belgium,50.8333,4.4699,11589616,2/27/2021,854238
Belgium,50.8333,4.4699,11589616,2/28/2021,855067
Belgium,50.8333,4.4699,11589616,3/1/2021,868427
Belgium,50.8333,4.4699,11589616,3/2/2021,891808
Belgium,50.8333,4.4699,11589616,3/3/2021,921505
Belgium,50.8333,4.4699,11589616,3/4/2021,970494
Belgium,50.8333,4.4699,11589616,3/5/2021,1014159
Belgium,50.8333,4.4699,11589616,3/6/2021,1022386
Belgium,50.8333,4.4699,11589616,3/7/2021,1023856
Belgium,50.8333,4.4699,11589616,3/8/2021,1041065
Belgium,50.8333,4.4699,11589616,3/9/2021,1069596
Belgium,50.8333,4.4699,11589616,3/10/2021,1105180
Belgium,50.8333,4.4699,11589616,3/11/2021,1158840
Belgium,50.8333,4.4699,11589616,3/12/2021,1202690
Belgium,50.8333,4.4699,11589616,3/13/2021,1212277
Belgium,50.8333,4.4699,11589616,3/14/2021,1213691
Belgium,50.8333,4.4699,11589616,3/15/2021,1244074
Belgium,50.8333,4.4699,11589616,3/16/2021,1290665
Belgium,50.8333,4.4699,11589616,3/17/2021,1338489
Belgium,50.8333,4.4699,11589616,3/18/2021,1413042
Belgium,50.8333,4.4699,11589616,3/19/2021,1479822
Belgium,50.8333,4.4699,11589616,3/20/2021,1501948
Belgium,50.8333,4.4699,11589616,3/21/2021,1502850
Belgium,50.8333,4.4699,11589616,3/22/2021,1535247
Belgium,50.8333,4.4699,11589616,3/23/2021,1582996
Belgium,50.8333,4.4699,11589616,3/24/2021,1644497
Belgium,50.8333,4.4699,11589616,3/25/2021,1721719
Belgium,50.8333,4.4699,11589616,3/26/2021,1790211
Belgium,50.8333,4.4699,11589616,3/27/2021,1812308
Belgium,50.8333,4.4699,11589616,3/28/2021,1814642
Belgium,50.8333,4.4699,11589616,3/29/2021,1838047
Belgium,50.8333,4.4699,11589616,3/30/2021,1869875
Belgium,50.8333,4.4699,11589616,3/31/2021,1954192
Belgium,50.8333,4.4699,11589616,4/1/2021,2055348
Belgium,50.8333,4.4699,11589616,4/2/2021,2137175
Belgium,50.8333,4.4699,11589616,4/3/2021,2157916
Belgium,50.8333,4.4699,11589616,4/4/2021,2157993
Belgium,50.8333,4.4699,11589616,4/5/2021,2172568
Belgium,50.8333,4.4699,11589616,4/6/2021,2219210
Belgium,50.8333,4.4699,11589616,4/7/2021,2266801
Belgium,50.8333,4.4699,11589616,4/8/2021,2391471
Belgium,50.8333,4.4699,11589616,4/9/2021,2524625
Belgium,50.8333,4.4699,11589616,4/10/2021,2592507
Belgium,50.8333,4.4699,11589616,4/11/2021,2596372
Belgium,50.8333,4.4699,11589616,4/12/2021,2644900
Belgium,50.8333,4.4699,11589616,4/13/2021,2717037
Belgium,50.8333,4.4699,11589616,4/14/2021,2817319
Belgium,50.8333,4.4699,11589616,4/15/2021,2928542
Belgium,50.8333,4.4699,11589616,4/16/2021,3022205
Belgium,50.8333,4.4699,11589616,4/17/2021,3080226
Belgium,50.8333,4.4699,11589616,4/18/2021,3086192
Belgium,50.8333,4.4699,11589616,4/19/2021,3146819
Belgium,50.8333,4.4699,11589616,4/20/2021,3196801
Belgium,50.8333,4.4699,11589616,4/21/2021,3288396
Belgium,50.8333,4.4699,11589616,4/22/2021,3383089
Belgium,50.8333,4.4699,11589616,4/23/2021,3454148
Belgium,50.8333,4.4699,11589616,4/24/2021,3500243
Belgium,50.8333,4.4699,11589616,4/25/2021,3506516
Belgium,50.8333,4.4699,11589616,4/26/2021,3569066
Belgium,50.8333,4.4699,11589616,4/27/2021,3621598
Belgium,50.8333,4.4699,11589616,4/28/2021,3715745
Belgium,50.8333,4.4699,11589616,4/29/2021,3820102
Belgium,50.8333,4.4699,11589616,4/30/2021,3901423
Belgium,50.8333,4.4699,11589616,5/1/2021,3948539
Belgium,50.8333,4.4699,11589616,5/2/2021,3952105
Belgium,50.8333,4.4699,11589616,5/3/2021,4030376
Belgium,50.8333,4.4699,11589616,5/4/2021,4111271
Belgium,50.8333,4.4699,11589616,5/5/2021,4263898
Belgium,50.8333,4.4699,11589616,5/6/2021,4419271
Belgium,50.8333,4.4699,11589616,5/7/2021,4558442
Belgium,50.8333,4.4699,11589616,5/8/2021,4628052
Belgium,50.8333,4.4699,11589616,5/9/2021,4632765
Belgium,50.8333,4.4699,11589616,5/10/2021,4687727
Belgium,50.8333,4.4699,11589616,5/11/2021,4768971
Belgium,50.8333,4.4699,11589616,5/12/2021,4820565
Belgium,50.8333,4.4699,11589616,5/13/2021,5006665
Belgium,50.8333,4.4699,11589616,5/14/2021,5128995
Belgium,50.8333,4.4699,11589616,5/15/2021,5176069
Belgium,50.8333,4.4699,11589616,5/16/2021,5234227
Belgium,50.8333,4.4699,11589616,5/17/2021,5373710
Belgium,50.8333,4.4699,11589616,5/18/2021,5504308
Belgium,50.8333,4.4699,11589616,5/19/2021,5561612
Belgium,50.8333,4.4699,11589616,5/20/2021,5780974
Belgium,50.8333,4.4699,11589616,5/21/2021,5913859
Belgium,50.8333,4.4699,11589616,5/22/2021,5918838
Belgium,50.8333,4.4699,11589616,5/23/2021,6015908
Belgium,50.8333,4.4699,11589616,5/24/2021,6095507
Belgium,50.8333,4.4699,11589616,5/25/2021,6204812
Belgium,50.8333,4.4699,11589616,5/26/2021,6150103
Belgium,50.8333,4.4699,11589616,5/27/2021,6381092
Belgium,50.8333,4.4699,11589616,5/28/2021,6492107
Belgium,50.8333,4.4699,11589616,5/29/2021,6594867
Belgium,50.8333,4.4699,11589616,5/30/2021,6594867
Belgium,50.8333,4.4699,11589616,5/31/2021,6732836
Belgium,50.8333,4.4699,11589616,6/1/2021,6838637
Belgium,50.8333,4.4699,11589616,6/2/2021,6984494
Belgium,50.8333,4.4699,11589616,6/3/2021,7145026
Belgium,50.8333,4.4699,11589616,6/4/2021,7313872
Belgium,50.8333,4.4699,11589616,6/5/2021,7313872
Belgium,50.8333,4.4699,11589616,6/6/2021,7525665
Belgium,50.8333,4.4699,11589616,6/7/2021,7673969
Belgium,50.8333,4.4699,11589616,6/8/2021,7830216
Belgium,50.8333,4.4699,11589616,6/9/2021,8000922
Belgium,50.8333,4.4699,11589616,6/10/2021,8000922
Belgium,50.8333,4.4699,11589616,6/11/2021,8367977
Belgium,50.8333,4.4699,11589616,6/12/2021,8367977
Belgium,50.8333,4.4699,11589616,6/13/2021,8582694
Belgium,50.8333,4.4699,11589616,6/14/2021,8582694
Belgium,50.8333,4.4699,11589616,6/15/2021,8868241
Belgium,50.8333,4.4699,11589616,6/16/2021,9037478
Belgium,50.8333,4.4699,11589616,6/17/2021,9037478
Belgium,50.8333,4.4699,11589616,6/18/2021,9435894
Belgium,50.8333,4.4699,11589616,6/19/2021,9435894
Belgium,50.8333,4.4699,11589616,6/20/2021,9642996
Belgium,50.8333,4.4699,11589616,6/21/2021,9748714
Belgium,50.8333,4.4699,11589616,6/22/2021,9873185
Belgium,50.8333,4.4699,11589616,6/23/2021,9873185
Belgium,50.8333,4.4699,11589616,6/24/2021,10205537
Belgium,50.8333,4.4699,11589616,6/25/2021,10205537
Belgium,50.8333,4.4699,11589616,6/26/2021,10376722
Belgium,50.8333,4.4699,11589616,6/27/2021,10561398
Belgium,50.8333,4.4699,11589616,6/28/2021,10666126
Belgium,50.8333,4.4699,11589616,6/29/2021,10666126
Belgium,50.8333,4.4699,11589616,6/30/2021,10796060
Belgium,50.8333,4.4699,11589616,7/1/2021,11060661
Belgium,50.8333,4.4699,11589616,7/2/2021,11060661
Belgium,50.8333,4.4699,11589616,7/3/2021,11060661
Belgium,50.8333,4.4699,11589616,7/4/2021,11060661
Belgium,50.8333,4.4699,11589616,7/5/2021,11301758
Belgium,50.8333,4.4699,11589616,7/6/2021,11527669
Belgium,50.8333,4.4699,11589616,7/7/2021,11675431
Belgium,50.8333,4.4699,11589616,7/8/2021,11675431
Belgium,50.8333,4.4699,11589616,7/9/2021,11837865
Belgium,50.8333,4.4699,11589616,7/10/2021,11837865
Belgium,50.8333,4.4699,11589616,7/11/2021,11888621
Belgium,50.8333,4.4699,11589616,7/12/2021,12288808
Belgium,50.8333,4.4699,11589616,7/13/2021,12423184
Belgium,50.8333,4.4699,11589616,7/14/2021,12572391
Belgium,50.8333,4.4699,11589616,7/15/2021,12700513
Belgium,50.8333,4.4699,11589616,7/16/2021,12700513
Belgium,50.8333,4.4699,11589616,7/17/2021,12700513
Belgium,50.8333,4.4699,11589616,7/18/2021,12700513
Belgium,50.8333,4.4699,11589616,7/19/2021,12967261
Belgium,50.8333,4.4699,11589616,7/20/2021,13094778
Belgium,50.8333,4.4699,11589616,7/21/2021,13203326
Belgium,50.8333,4.4699,11589616,7/22/2021,13307796
Belgium,50.8333,4.4699,11589616,7/23/2021,13471780
Belgium,50.8333,4.4699,11589616,7/24/2021,13471780
Belgium,50.8333,4.4699,11589616,7/25/2021,13471780
Belgium,50.8333,4.4699,11589616,7/26/2021,13785545
Belgium,50.8333,4.4699,11589616,7/27/2021,13886253
Belgium,50.8333,4.4699,11589616,7/28/2021,14142374
Belgium,50.8333,4.4699,11589616,7/29/2021,14142374
Belgium,50.8333,4.4699,11589616,7/30/2021,14302977
Belgium,50.8333,4.4699,11589616,7/31/2021,14302977
Belgium,50.8333,4.4699,11589616,8/1/2021,14302977
Belgium,50.8333,4.4699,11589616,8/2/2021,14541401
Belgium,50.8333,4.4699,11589616,8/3/2021,14678253
Belgium,50.8333,4.4699,11589616,8/4/2021,14765390
Belgium,50.8333,4.4699,11589616,8/5/2021,14874835
Belgium,50.8333,4.4699,11589616,8/6/2021,14987130
Belgium,50.8333,4.4699,11589616,8/7/2021,14987130
Belgium,50.8333,4.4699,11589616,8/8/2021,14987130
Belgium,50.8333,4.4699,11589616,8/9/2021,15263070
Belgium,50.8333,4.4699,11589616,8/10/2021,15263070
Belgium,50.8333,4.4699,11589616,8/11/2021,15422315
Belgium,50.8333,4.4699,11589616,8/12/2021,15422315
Belgium,50.8333,4.4699,11589616,8/13/2021,15495398
Belgium,50.8333,4.4699,11589616,8/14/2021,15495398
Belgium,50.8333,4.4699,11589616,8/15/2021,15495398
Belgium,50.8333,4.4699,11589616,8/16/2021,15602812
Belgium,50.8333,4.4699,11589616,8/17/2021,15636549
Belgium,50.8333,4.4699,11589616,8/18/2021,15688921
Belgium,50.8333,4.4699,11589616,8/19/2021,15733985
Belgium,50.8333,4.4699,11589616,8/20/2021,15782561
Belgium,50.8333,4.4699,11589616,8/21/2021,15782561
Belgium,50.8333,4.4699,11589616,8/22/2021,15782561
Belgium,50.8333,4.4699,11589616,8/23/2021,15867931
Belgium,50.8333,4.4699,11589616,8/24/2021,15944012
Belgium,50.8333,4.4699,11589616,8/25/2021,15993722
Belgium,50.8333,4.4699,11589616,8/26/2021,16040343
Belgium,50.8333,4.4699,11589616,8/27/2021,16040343
Belgium,50.8333,4.4699,11589616,8/28/2021,16040343
Belgium,50.8333,4.4699,11589616,8/29/2021,16040343
Belgium,50.8333,4.4699,11589616,8/30/2021,16157160
Belgium,50.8333,4.4699,11589616,8/31/2021,16157160
Belgium,50.8333,4.4699,11589616,9/1/2021,16219756
Belgium,50.8333,4.4699,11589616,9/2/2021,16219756
Belgium,50.8333,4.4699,11589616,9/3/2021,16237114
Belgium,50.8333,4.4699,11589616,9/4/2021,16237114
Belgium,50.8333,4.4699,11589616,9/5/2021,16237114
Belgium,50.8333,4.4699,11589616,9/6/2021,16289129
Belgium,50.8333,4.4699,11589616,9/7/2021,16303919
Belgium,50.8333,4.4699,11589616,9/8/2021,16315980
Belgium,50.8333,4.4699,11589616,9/9/2021,16339369
Belgium,50.8333,4.4699,11589616,9/10/2021,16352789
Belgium,50.8333,4.4699,11589616,9/11/2021,16352789
Belgium,50.8333,4.4699,11589616,9/12/2021,16390091
Belgium,50.8333,4.4699,11589616,9/13/2021,16390091
Belgium,50.8333,4.4699,11589616,9/14/2021,16414814
Belgium,50.8333,4.4699,11589616,9/15/2021,16414814
Belgium,50.8333,4.4699,11589616,9/16/2021,16429512
Belgium,50.8333,4.4699,11589616,9/17/2021,16442235
Belgium,50.8333,4.4699,11589616,9/18/2021,16442235
Belgium,50.8333,4.4699,11589616,9/19/2021,16442235
Belgium,50.8333,4.4699,11589616,9/20/2021,16475767
Belgium,50.8333,4.4699,11589616,9/21/2021,16488834
Belgium,50.8333,4.4699,11589616,9/22/2021,16500122
Belize,17.1899,-88.4976,397621,2/28/2021,0
Belize,17.1899,-88.4976,397621,3/1/2021,0
Belize,17.1899,-88.4976,397621,3/2/2021,417
Belize,17.1899,-88.4976,397621,3/3/2021,673
Belize,17.1899,-88.4976,397621,3/4/2021,817
Belize,17.1899,-88.4976,397621,3/5/2021,996
Belize,17.1899,-88.4976,397621,3/6/2021,996
Belize,17.1899,-88.4976,397621,3/7/2021,996
Belize,17.1899,-88.4976,397621,3/8/2021,996
Belize,17.1899,-88.4976,397621,3/9/2021,1466
Belize,17.1899,-88.4976,397621,3/10/2021,2489
Belize,17.1899,-88.4976,397621,3/11/2021,4933
Belize,17.1899,-88.4976,397621,3/12/2021,7444
Belize,17.1899,-88.4976,397621,3/13/2021,7444
Belize,17.1899,-88.4976,397621,3/14/2021,7444
Belize,17.1899,-88.4976,397621,3/15/2021,9585
Belize,17.1899,-88.4976,397621,3/16/2021,10972
Belize,17.1899,-88.4976,397621,3/17/2021,11943
Belize,17.1899,-88.4976,397621,3/18/2021,13150
Belize,17.1899,-88.4976,397621,3/19/2021,15006
Belize,17.1899,-88.4976,397621,3/20/2021,15006
Belize,17.1899,-88.4976,397621,3/21/2021,15006
Belize,17.1899,-88.4976,397621,3/22/2021,16202
Belize,17.1899,-88.4976,397621,3/23/2021,17282
Belize,17.1899,-88.4976,397621,3/24/2021,18182
Belize,17.1899,-88.4976,397621,3/25/2021,18182
Belize,17.1899,-88.4976,397621,3/26/2021,20411
Belize,17.1899,-88.4976,397621,3/27/2021,20411
Belize,17.1899,-88.4976,397621,3/28/2021,20411
Belize,17.1899,-88.4976,397621,3/29/2021,20411
Belize,17.1899,-88.4976,397621,3/30/2021,20411
Belize,17.1899,-88.4976,397621,3/31/2021,22067
Belize,17.1899,-88.4976,397621,4/1/2021,22067
Belize,17.1899,-88.4976,397621,4/2/2021,22067
Belize,17.1899,-88.4976,397621,4/3/2021,22067
Belize,17.1899,-88.4976,397621,4/4/2021,22067
Belize,17.1899,-88.4976,397621,4/5/2021,22067
Belize,17.1899,-88.4976,397621,4/6/2021,22067
Belize,17.1899,-88.4976,397621,4/7/2021,23958
Belize,17.1899,-88.4976,397621,4/8/2021,23958
Belize,17.1899,-88.4976,397621,4/9/2021,27353
Belize,17.1899,-88.4976,397621,4/10/2021,27353
Belize,17.1899,-88.4976,397621,4/11/2021,27353
Belize,17.1899,-88.4976,397621,4/12/2021,28188
Belize,17.1899,-88.4976,397621,4/13/2021,29939
Belize,17.1899,-88.4976,397621,4/14/2021,29939
Belize,17.1899,-88.4976,397621,4/15/2021,33180
Belize,17.1899,-88.4976,397621,4/16/2021,34262
Belize,17.1899,-88.4976,397621,4/17/2021,34262
Belize,17.1899,-88.4976,397621,4/18/2021,34262
Belize,17.1899,-88.4976,397621,4/19/2021,34262
Belize,17.1899,-88.4976,397621,4/20/2021,35990
Belize,17.1899,-88.4976,397621,4/21/2021,37097
Belize,17.1899,-88.4976,397621,4/22/2021,38211
Belize,17.1899,-88.4976,397621,4/23/2021,39330
Belize,17.1899,-88.4976,397621,4/24/2021,39330
Belize,17.1899,-88.4976,397621,4/25/2021,39330
Belize,17.1899,-88.4976,397621,4/26/2021,39330
Belize,17.1899,-88.4976,397621,4/27/2021,41014
Belize,17.1899,-88.4976,397621,4/28/2021,42100
Belize,17.1899,-88.4976,397621,4/29/2021,42100
Belize,17.1899,-88.4976,397621,4/30/2021,42100
Belize,17.1899,-88.4976,397621,5/1/2021,42100
Belize,17.1899,-88.4976,397621,5/2/2021,42100
Belize,17.1899,-88.4976,397621,5/3/2021,44548
Belize,17.1899,-88.4976,397621,5/4/2021,44548
Belize,17.1899,-88.4976,397621,5/5/2021,46067
Belize,17.1899,-88.4976,397621,5/6/2021,46659
Belize,17.1899,-88.4976,397621,5/7/2021,47675
Belize,17.1899,-88.4976,397621,5/8/2021,47675
Belize,17.1899,-88.4976,397621,5/9/2021,47675
Belize,17.1899,-88.4976,397621,5/10/2021,47675
Belize,17.1899,-88.4976,397621,5/11/2021,47675
Belize,17.1899,-88.4976,397621,5/12/2021,47675
Belize,17.1899,-88.4976,397621,5/13/2021,50292
Belize,17.1899,-88.4976,397621,5/14/2021,50292
Belize,17.1899,-88.4976,397621,5/15/2021,50292
Belize,17.1899,-88.4976,397621,5/16/2021,52753
Belize,17.1899,-88.4976,397621,5/17/2021,52753
Belize,17.1899,-88.4976,397621,5/18/2021,53496
Belize,17.1899,-88.4976,397621,5/19/2021,64413
Belize,17.1899,-88.4976,397621,5/20/2021,66387
Belize,17.1899,-88.4976,397621,5/21/2021,66387
Belize,17.1899,-88.4976,397621,5/22/2021,66387
Belize,17.1899,-88.4976,397621,5/23/2021,70548
Belize,17.1899,-88.4976,397621,5/24/2021,70548
Belize,17.1899,-88.4976,397621,5/25/2021,70548
Belize,17.1899,-88.4976,397621,5/26/2021,71916
Belize,17.1899,-88.4976,397621,5/27/2021,71916
Belize,17.1899,-88.4976,397621,5/28/2021,74016
Belize,17.1899,-88.4976,397621,5/29/2021,74016
Belize,17.1899,-88.4976,397621,5/30/2021,75243
Belize,17.1899,-88.4976,397621,5/31/2021,75243
Belize,17.1899,-88.4976,397621,6/1/2021,75243
Belize,17.1899,-88.4976,397621,6/2/2021,76787
Belize,17.1899,-88.4976,397621,6/3/2021,76787
Belize,17.1899,-88.4976,397621,6/4/2021,78530
Belize,17.1899,-88.4976,397621,6/5/2021,78530
Belize,17.1899,-88.4976,397621,6/6/2021,80121
Belize,17.1899,-88.4976,397621,6/7/2021,80121
Belize,17.1899,-88.4976,397621,6/8/2021,80121
Belize,17.1899,-88.4976,397621,6/9/2021,80121
Belize,17.1899,-88.4976,397621,6/10/2021,80121
Belize,17.1899,-88.4976,397621,6/11/2021,80121
Belize,17.1899,-88.4976,397621,6/12/2021,80121
Belize,17.1899,-88.4976,397621,6/13/2021,88569
Belize,17.1899,-88.4976,397621,6/14/2021,88569
Belize,17.1899,-88.4976,397621,6/15/2021,88569
Belize,17.1899,-88.4976,397621,6/16/2021,88569
Belize,17.1899,-88.4976,397621,6/17/2021,95452
Belize,17.1899,-88.4976,397621,6/18/2021,95452
Belize,17.1899,-88.4976,397621,6/19/2021,95452
Belize,17.1899,-88.4976,397621,6/20/2021,97404
Belize,17.1899,-88.4976,397621,6/21/2021,97404
Belize,17.1899,-88.4976,397621,6/22/2021,97404
Belize,17.1899,-88.4976,397621,6/23/2021,97404
Belize,17.1899,-88.4976,397621,6/24/2021,106010
Belize,17.1899,-88.4976,397621,6/25/2021,106010
Belize,17.1899,-88.4976,397621,6/26/2021,106010
Belize,17.1899,-88.4976,397621,6/27/2021,106010
Belize,17.1899,-88.4976,397621,6/28/2021,106010
Belize,17.1899,-88.4976,397621,6/29/2021,106010
Belize,17.1899,-88.4976,397621,6/30/2021,106010
Belize,17.1899,-88.4976,397621,7/1/2021,106010
Belize,17.1899,-88.4976,397621,7/2/2021,106010
Belize,17.1899,-88.4976,397621,7/3/2021,106010
Belize,17.1899,-88.4976,397621,7/4/2021,106010
Belize,17.1899,-88.4976,397621,7/5/2021,123902
Belize,17.1899,-88.4976,397621,7/6/2021,127969
Belize,17.1899,-88.4976,397621,7/7/2021,131938
Belize,17.1899,-88.4976,397621,7/8/2021,136169
Belize,17.1899,-88.4976,397621,7/9/2021,136169
Belize,17.1899,-88.4976,397621,7/10/2021,139525
Belize,17.1899,-88.4976,397621,7/11/2021,139525
Belize,17.1899,-88.4976,397621,7/12/2021,139525
Belize,17.1899,-88.4976,397621,7/13/2021,139525
Belize,17.1899,-88.4976,397621,7/14/2021,147080
Belize,17.1899,-88.4976,397621,7/15/2021,147080
Belize,17.1899,-88.4976,397621,7/16/2021,152857
Belize,17.1899,-88.4976,397621,7/17/2021,152857
Belize,17.1899,-88.4976,397621,7/18/2021,152857
Belize,17.1899,-88.4976,397621,7/19/2021,152857
Belize,17.1899,-88.4976,397621,7/20/2021,158365
Belize,17.1899,-88.4976,397621,7/21/2021,158365
Belize,17.1899,-88.4976,397621,7/22/2021,160283
Belize,17.1899,-88.4976,397621,7/23/2021,165306
Belize,17.1899,-88.4976,397621,7/24/2021,165306
Belize,17.1899,-88.4976,397621,7/25/2021,165306
Belize,17.1899,-88.4976,397621,7/26/2021,168083
Belize,17.1899,-88.4976,397621,7/27/2021,168083
Belize,17.1899,-88.4976,397621,7/28/2021,168083
Belize,17.1899,-88.4976,397621,7/29/2021,175735
Belize,17.1899,-88.4976,397621,7/30/2021,175735
Belize,17.1899,-88.4976,397621,7/31/2021,175735
Belize,17.1899,-88.4976,397621,8/1/2021,175735
Belize,17.1899,-88.4976,397621,8/2/2021,183581
Belize,17.1899,-88.4976,397621,8/3/2021,183581
Belize,17.1899,-88.4976,397621,8/4/2021,186813
Belize,17.1899,-88.4976,397621,8/5/2021,186813
Belize,17.1899,-88.4976,397621,8/6/2021,186813
