Country_Region,Lat,Long,Date,Year,Month,Vaccinations
Albania,41.1533,20.1683,2021-02-12 00:00:00,2021,February,0.0
Albania,41.1533,20.1683,2021-02-13 00:00:00,2021,February,0.0
Albania,41.1533,20.1683,2021-02-14 00:00:00,2021,February,0.0
Albania,41.1533,20.1683,2021-02-15 00:00:00,2021,February,0.0
Albania,41.1533,20.1683,2021-02-16 00:00:00,2021,February,0.0
Albania,41.1533,20.1683,2021-02-17 00:00:00,2021,February,574.0
Albania,41.1533,20.1683,2021-02-18 00:00:00,2021,February,1348.0
Albania,41.1533,20.1683,2021-02-19 00:00:00,2021,February,1128.0
Albania,41.1533,20.1683,2021-02-20 00:00:00,2021,February,0.0
Albania,41.1533,20.1683,2021-02-21 00:00:00,2021,February,0.0
Albania,41.1533,20.1683,2021-02-22 00:00:00,2021,February,2551.0
Albania,41.1533,20.1683,2021-02-23 00:00:00,2021,February,0.0
Albania,41.1533,20.1683,2021-02-24 00:00:00,2021,February,0.0
Albania,41.1533,20.1683,2021-02-25 00:00:00,2021,February,3407.0
Albania,41.1533,20.1683,2021-02-26 00:00:00,2021,February,0.0
Albania,41.1533,20.1683,2021-02-27 00:00:00,2021,February,0.0
Albania,41.1533,20.1683,2021-02-28 00:00:00,2021,February,0.0
Albania,41.1533,20.1683,2021-03-01 00:00:00,2021,March,4160.0
Albania,41.1533,20.1683,2021-03-02 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-03 00:00:00,2021,March,1498.0
Albania,41.1533,20.1683,2021-03-04 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-05 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-06 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-07 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-08 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-09 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-10 00:00:00,2021,March,5820.0
Albania,41.1533,20.1683,2021-03-11 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-12 00:00:00,2021,March,2022.0
Albania,41.1533,20.1683,2021-03-13 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-14 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-15 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-16 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-17 00:00:00,2021,March,9734.0
Albania,41.1533,20.1683,2021-03-18 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-19 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-20 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-21 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-22 00:00:00,2021,March,14860.0
Albania,41.1533,20.1683,2021-03-23 00:00:00,2021,March,3461.0
Albania,41.1533,20.1683,2021-03-24 00:00:00,2021,March,2302.0
Albania,41.1533,20.1683,2021-03-25 00:00:00,2021,March,5356.0
Albania,41.1533,20.1683,2021-03-26 00:00:00,2021,March,2900.0
Albania,41.1533,20.1683,2021-03-27 00:00:00,2021,March,1827.0
Albania,41.1533,20.1683,2021-03-28 00:00:00,2021,March,13925.0
Albania,41.1533,20.1683,2021-03-29 00:00:00,2021,March,0.0
Albania,41.1533,20.1683,2021-03-30 00:00:00,2021,March,41321.0
Albania,41.1533,20.1683,2021-03-31 00:00:00,2021,March,19525.0
Albania,41.1533,20.1683,2021-04-01 00:00:00,2021,April,16617.0
Albania,41.1533,20.1683,2021-04-02 00:00:00,2021,April,17023.0
Albania,41.1533,20.1683,2021-04-03 00:00:00,2021,April,13010.0
Albania,41.1533,20.1683,2021-04-04 00:00:00,2021,April,7386.0
Albania,41.1533,20.1683,2021-04-05 00:00:00,2021,April,13826.0
Albania,41.1533,20.1683,2021-04-06 00:00:00,2021,April,14880.0
Albania,41.1533,20.1683,2021-04-07 00:00:00,2021,April,10791.0
Albania,41.1533,20.1683,2021-04-08 00:00:00,2021,April,10163.0
Albania,41.1533,20.1683,2021-04-09 00:00:00,2021,April,8134.0
Albania,41.1533,20.1683,2021-04-10 00:00:00,2021,April,6134.0
Albania,41.1533,20.1683,2021-04-11 00:00:00,2021,April,0.0
Albania,41.1533,20.1683,2021-04-12 00:00:00,2021,April,10721.0
Albania,41.1533,20.1683,2021-04-13 00:00:00,2021,April,13685.0
Albania,41.1533,20.1683,2021-04-14 00:00:00,2021,April,0.0
Albania,41.1533,20.1683,2021-04-15 00:00:00,2021,April,23272.0
Albania,41.1533,20.1683,2021-04-16 00:00:00,2021,April,10134.0
Albania,41.1533,20.1683,2021-04-17 00:00:00,2021,April,10218.0
Albania,41.1533,20.1683,2021-04-18 00:00:00,2021,April,8065.0
Albania,41.1533,20.1683,2021-04-19 00:00:00,2021,April,13029.0
Albania,41.1533,20.1683,2021-04-20 00:00:00,2021,April,4066.0
Albania,41.1533,20.1683,2021-04-21 00:00:00,2021,April,22075.0
Albania,41.1533,20.1683,2021-04-22 00:00:00,2021,April,10923.0
Albania,41.1533,20.1683,2021-04-23 00:00:00,2021,April,8353.0
Albania,41.1533,20.1683,2021-04-24 00:00:00,2021,April,8713.0
Albania,41.1533,20.1683,2021-04-25 00:00:00,2021,April,0.0
Albania,41.1533,20.1683,2021-04-26 00:00:00,2021,April,8555.0
Albania,41.1533,20.1683,2021-04-27 00:00:00,2021,April,8236.0
Albania,41.1533,20.1683,2021-04-28 00:00:00,2021,April,16773.0
Albania,41.1533,20.1683,2021-04-29 00:00:00,2021,April,19620.0
Albania,41.1533,20.1683,2021-04-30 00:00:00,2021,April,23655.0
Albania,41.1533,20.1683,2021-05-01 00:00:00,2021,May,17125.0
Albania,41.1533,20.1683,2021-05-02 00:00:00,2021,May,0.0
Albania,41.1533,20.1683,2021-05-03 00:00:00,2021,May,23473.0
Albania,41.1533,20.1683,2021-05-04 00:00:00,2021,May,19886.0
Albania,41.1533,20.1683,2021-05-05 00:00:00,2021,May,19197.0
Albania,41.1533,20.1683,2021-05-06 00:00:00,2021,May,15642.0
Albania,41.1533,20.1683,2021-05-07 00:00:00,2021,May,13467.0
Albania,41.1533,20.1683,2021-05-08 00:00:00,2021,May,11073.0
Albania,41.1533,20.1683,2021-05-09 00:00:00,2021,May,0.0
Albania,41.1533,20.1683,2021-05-10 00:00:00,2021,May,0.0
Albania,41.1533,20.1683,2021-05-11 00:00:00,2021,May,0.0
Albania,41.1533,20.1683,2021-05-12 00:00:00,2021,May,0.0
Albania,41.1533,20.1683,2021-05-13 00:00:00,2021,May,35910.0
Albania,41.1533,20.1683,2021-05-14 00:00:00,2021,May,20654.0
Albania,41.1533,20.1683,2021-05-15 00:00:00,2021,May,0.0
Albania,41.1533,20.1683,2021-05-16 00:00:00,2021,May,0.0
Albania,41.1533,20.1683,2021-05-17 00:00:00,2021,May,26753.0
Albania,41.1533,20.1683,2021-05-18 00:00:00,2021,May,0.0
Albania,41.1533,20.1683,2021-05-19 00:00:00,2021,May,8864.0
Albania,41.1533,20.1683,2021-05-20 00:00:00,2021,May,14796.0
Albania,41.1533,20.1683,2021-05-21 00:00:00,2021,May,0.0
Albania,41.1533,20.1683,2021-05-22 00:00:00,2021,May,5103.0
Albania,41.1533,20.1683,2021-05-23 00:00:00,2021,May,0.0
Albania,41.1533,20.1683,2021-05-24 00:00:00,2021,May,16289.0
Albania,41.1533,20.1683,2021-05-25 00:00:00,2021,May,0.0
