row_names,id,security_name,ticker,sp500_weight,sec_type,major_asset_class,minor_asset_class
420,421,iShares J.P. Morgan USD Emerging Markets Bond ETF,EMB,,etf,fixed_income,
149,149,Emerson Electric Co.,EMR,0.1472,common_share,equity,large_cap
172,172,Enphase Energy Inc.,ENPH,0.12575,common_share,equity,large_cap
108,108,EOG Resources Inc.,EOG,0.20447,common_share,equity,large_cap
443,445,Emles Alpha Opportunities ETF,EOPS,,etf,alternatives,
280,280,EPAM Systems Inc.,EPAM,0.07169,common_share,equity,large_cap
125,125,Equinix Inc.,EQIX,0.17546,common_share,equity,large_cap
265,265,Equity Residential,EQR,0.07698,common_share,equity,large_cap
234,234,Eversource Energy,ES,0.09245,common_share,equity,large_cap
346,346,Essex Property Trust Inc.,ESS,0.05267,common_share,equity,large_cap
133,133,Eaton Corp. Plc,ETN,0.16804,common_share,equity,large_cap
282,282,Entergy Corporation,ETR,0.07136,common_share,equity,large_cap
124,124,Edwards Lifesciences Corporation,EW,0.17617,common_share,equity,large_cap
166,166,Exelon Corporation,EXC,0.13056,common_share,equity,large_cap
355,355,Expeditors International of Washington Inc.,EXPD,0.0507,common_share,equity,large_cap
262,262,Extra Space Storage Inc.,EXR,0.08013,common_share,equity,large_cap
122,122,Ford Motor Company,F,0.17973,common_share,equity,large_cap
299,299,Diamondback Energy Inc.,FANG,0.06621,common_share,equity,large_cap
249,249,Fastenal Company,FAST,0.08572,common_share,equity,large_cap
164,164,Freeport-McMoRan Inc.,FCX,0.13234,common_share,equity,large_cap
356,356,FactSet Research Systems Inc.,FDS,0.05005,common_share,equity,large_cap
152,152,FedEx Corporation,FDX,0.14327,common_share,equity,large_cap
289,289,FirstEnergy Corp.,FE,0.0691,common_share,equity,large_cap
136,136,Fidelity National Information Services Inc.,FIS,0.16242,common_share,equity,large_cap
118,118,Fiserv Inc.,FISV,0.18225,common_share,equity,large_cap
283,283,Fifth Third Bancorp,FITB,0.07116,common_share,equity,large_cap
433,435,Franklin Systematic Style Premia ETF,FLSP,,etf,alternatives,
361,361,FLEETCOR Technologies Inc.,FLT,0.04897,common_share,equity,large_cap
430,431,First Trust Managed Futures Strategy Fund,FMF,,etf,alternatives,
259,259,First Republic Bank,FRC,0.08132,common_share,equity,large_cap
372,372,First Trust Global Tactical Commodity Strategy Fund,FTGC,,etf,commodities,precious_metals
425,426,First Trust Long/Short Equity ETF,FTLS,,etf,alternatives,
209,209,Fortinet Inc.,FTNT,0.10317,common_share,equity,large_cap
292,292,Fortive Corp.,FTV,0.06883,common_share,equity,large_cap
145,145,General Dynamics Corporation,GD,0.15468,common_share,equity,large_cap
92,92,General Electric Company,GE,0.23954,common_share,equity,large_cap
364,364,Goldman Sachs Acss Invmt Grd Corp Bd ETF,GIGB,,etf,fixed income,corporate
91,91,Gilead Sciences Inc.,GILD,0.24121,common_share,equity,large_cap
160,160,General Mills Inc.,GIS,0.13493,common_share,equity,large_cap
367,367,SPDR Gold Shares,GLD,,etf,commodities,precious_metals
371,371,SPDR Gold MiniShares Trust,GLDM,,etf,commodities,precious_metals
380,380,abrdn Physical Precious Metals Basket Shares ETF,GLTR,,etf,commodities,precious_metals
272,272,Corning Inc,GLW,0.07454,common_share,equity,large_cap
126,126,General Motors Company,GM,0.17489,common_share,equity,large_cap
6,6,Alphabet Inc. Class C,GOOG,1.78736,common_share,equity,large_cap
5,5,Alphabet Inc. Class A,GOOGL,1.93082,common_share,equity,large_cap
409,410,iShares U.S. Treasury Bond ETF,GOVT,,etf,fixed_income,
293,293,Genuine Parts Company,GPC,0.06826,common_share,equity,large_cap
194,194,Global Payments Inc.,GPN,0.11082,common_share,equity,large_cap
67,67,Goldman Sachs Group Inc.,GS,0.34115,common_share,equity,large_cap
376,376,iShares S&P GSCI Commodity-Indexed Trust,GSG,,etf,commodities,precious_metals
274,274,W.W. Grainger Inc.,GWW,0.07357,common_share,equity,large_cap
269,269,Halliburton Company,HAL,0.0754,common_share,equity,large_cap
322,322,Huntington Bancshares Incorporated,HBAN,0.06029,common_share,equity,large_cap
150,150,HCA Healthcare Inc,HCA,0.1457,common_share,equity,large_cap
16,16,Home Depot Inc.,HD,0.91784,common_share,equity,large_cap
442,444,ProShares Hedge Replication ETF,HDG,,etf,alternatives,
222,222,Hess Corporation,HES,0.0969,common_share,equity,large_cap
301,301,Hartford Financial Services Group Inc.,HIG,0.06567,common_share,equity,large_cap
197,197,Hilton Worldwide Holdings Inc,HLT,0.10906,common_share,equity,large_cap
352,352,Hologic Inc.,HOLX,0.05129,common_share,equity,large_cap
56,56,Honeywell International Inc.,HON,0.37867,common_share,equity,large_cap
351,351,Hewlett Packard Enterprise Co.,HPE,0.05136,common_share,equity,large_cap
248,248,HP Inc.,HPQ,0.08579,common_share,equity,large_cap
224,224,Hershey Company,HSY,0.09647,common_share,equity,large_cap
119,119,Humana Inc.,HUM,0.18219,common_share,equity,large_cap
368,368,iShares Gold Trust,IAU,,etf,commodities,gold
378,378,iShares Gold Trust Micro ETF of Benef Interest,IAUM,,etf,commodities,precious_metals
66,66,International Business Machines Corporation,IBM,0.34223,common_share,equity,large_cap
129,129,Intercontinental Exchange Inc.,ICE,0.17106,common_share,equity,large_cap
237,237,IDEXX Laboratories Inc.,IDXX,0.09138,common_share,equity,large_cap
410,411,iShares 7-10 Year Treasury Bond ETF,IEF,,etf,fixed_income,
453,456,Ishares Core MSCI Emerging Markets,IEMG,,etf,equity,emerging_markets
250,250,International Flavors & Fragrances Inc.,IFF,0.08566,common_share,equity,large_cap
412,413,iShares 1-5 Year Investment Grade Corporate Bond ETF,IGSB,,etf,fixed_income,
227,227,Illumina Inc.,ILMN,0.09554,common_share,equity,large_cap
58,58,Intel Corporation,INTC,0.37239,common_share,equity,large_cap
59,59,Intuit Inc.,INTU,0.36724,common_share,equity,large_cap
176,176,IQVIA Holdings Inc,IQV,0.12469,common_share,equity,large_cap
325,325,Ingersoll Rand Inc.,IR,0.05879,common_share,equity,large_cap
